FEzW4zC11	FEzW0zC7	FEzW4zF8	FEzW4zF5	FEzW2zC6	FEzW0zF11	FEzW2zF4	FEzW2zC8	FEzW4zC1	FEzW4zC6	FEzW2zF2	FEzW0zF7	FEzW2zC10	FEzW0zF5	FEzW6zC4	FEzW0zF6	FEzW4zF1	FEzW6zC3	FEzW6zF8	FEzW0zC9	FEzW4zC10	FEzW0zF1	FEzW2zF7	FEzW4zC2	FEzW4zF3	FEzW6zF5	FEzW2zF8	FEzW6zF2	FEzW6zC6	FEzW2zF6	FEzW0zF2	FEzW2zC2	FEzW6zF9	FEzW4zC3	FEzW0zF3	FEzW4zF9	FEzW6zF6	FEzW2zC9	FEzW6zC2	FEzW0zF9	FEzW2zC4	FEzW0zC2	FEzW4zC9	FEzW6zC10	FEzW0zC1	FEzW4zF4	FEzW6zF3	FEzW2zC3	FEzW4zF7	FEzW0zC6	FEzW6zF11	FEzW0zF4	FEzW2zF11	FEzW4zC4	FEzW0zC10	FEzW6zC7	FEzW6zF7	FEzW6zC5	FEzW6zF1	FEzW2zC5	FEzW0zC4	FEzW0zC5	FEzW6zC9	FEzW6zC1	FEzW2zF1	FEzW2zC11	FEzW2zF9	FEzW2zF5	FEzW2zF3	FEzW2zC1	FEzW2zC7	FEzW4zF2	FEzW4zC7	FEzW6zF4	FEzW4zC5	FEzW0zC8	FEzW4zC8	FEzW4zF6	FEzW0zC11	FEzW6zC11	FEzW6zC8
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	4	0	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	5	0	0	4	0	0	4	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	3	0	6	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	2	3	3	0	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2
0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	9	0	4	3	0	0	0	3	0	0	7	0	0	0	0	3	0	0	0	0	1	0	2	0	0	0	1	0	1	4	0	0	0	0	0	0	4	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	6	0	0	0	0	3	3	0	0	4	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	3
0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	6	2	3	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	2	0	0	0	6	0	0	2	0	0	0	2	0	0	2	2	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	0
0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	17	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	10	4	0	0	0	0	6	2	3	0	5	0	1	2	1	2	0	0	5	0	0	3	0	0	0	0	4	0	5	0	0	0	0	3	2	0	3	0	0	3	4	5	0	0	0	2	0	2	0	8	2	0	0	0	0	2	13	2	0	0	8	3	0	6	0	0	0	0	3	0	19	0	0	3	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	2	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	7	0	3	0	0	0	0	5	0	0	2	0	0	0	2	8	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	4	0	0	8	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	7	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	2	0	0	0	3	2	0	0	0	0	4	6	4	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	5	0	2	0	0	0	3	5	2	0	0	2	0	0	0	3	0	0	0	0	0	2	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	18	0	0	45	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	47	13	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	3	0	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0
0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	17	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	2	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0
0	0	0	0	0	12	0	0	1	0	7	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	0	0
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	7	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	9	7	6	43	0	19	0	0	0	0	0	2	0	0	17	0	6	0	7	4	0	2	0	0	0	1	28	0	3	0	3	0	0	3	0	0	0	4	0	0	7	9	9	0	0	0	5	0	0	0	0	0	4	0	22	0	10	16	6	7	0	0	0	0	7	0	0	0	5	23	0	0	0	0	0	0
0	0	0	0	0	9	0	0	12	0	10	0	0	0	2	0	0	0	0	3	0	0	0	5	5	0	0	0	0	0	0	11	2	0	0	0	0	0	0	7	0	4	2	0	0	5	0	0	0	0	2	0	2	0	2	0	0	5	0	1	0	23	2	0	0	5	0	8	0	3	0	0	0	3	2	29	0	0	2	0	0
0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	12	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	3	0	2	0	3	59	5	0	0	0	0	0	4	11	9	0	0	4	3	0	0	0	0	10	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	2	45	28	0
0	0	0	0	0	8	0	0	3	0	4	3	2	2	0	12	0	4	3	7	0	0	0	0	0	3	0	2	4	8	0	2	4	0	2	0	0	4	0	6	3	7	10	0	0	2	0	2	0	0	9	3	4	0	8	0	0	0	4	0	0	2	0	0	0	0	0	3	0	0	0	0	3	2	0	3	0	2	12	0	0
0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	3	0	4	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	6	0	2	0	2	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	3	3	0	0	3	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
0	0	0	0	0	6	0	0	0	0	0	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	0	0	0	13	0	0	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	5	7	19	0	5	12	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	16	0	0	2	0	0	0	7	0	2	0	7	0	0	0	0	0	0	2	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	6	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	3	0	4	0	5	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	5	0	5	0	0	0	12	0	0	0	2	0	2	0	0	3	0	0	3	0	0	4	2	0	2	2	0	0	0	0	0	3	0	0	6	4	0	0	2	5	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	0	2	3	3	0	0	0	0	0	0	2	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	1	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	3	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	4	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
0	0	0	0	0	2	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	2	2	2	0	7	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0	0	0	2	13	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	3	4	0	0
0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	1	0	4	0	0	3	2	4	2	0	0	0	0	2	1	0	0	0	0	0	5	0	0	0	0	0	0	3	1	0	0	1	4	0	2	6	1	0	0	0	0	2	3	0	2	0	1	0	0	0	1	0	0	2	0	0	0	0	3	0	0	5	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	3	0	0	0	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	2
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	3	1	2	0	0	0	0	0	2	0	4	0	0	1	0	1	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	2	0	2	3	4	0
0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	2	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0	2	3	0	0	2	3	0	0	3	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	5	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	6	0	0	2	0	0	0
0	0	0	0	0	2	0	2	3	0	4	0	0	0	0	0	4	9	0	0	0	6	0	0	4	0	2	0	0	3	0	2	0	0	0	2	0	0	0	0	6	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	3	0	0	0
0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	8	0	0	0	3	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	3	3	2	0	0	0	0	0	2	0	2	2	0	0	0	0	3	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	1	2	0	0	0	0	0	2	0	0	3	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0	0	0	0	0	2	0	0	0	0	3	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	4	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	4	2	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
