S5-MALL-013	S2-MALL-018	S1-MALL-018	S1-MALL-014	S7-MALL-016	S2-MALL-016	S5-MALL-010	S1-MALL-007	S2-MALL-011	S1-MALL-017	S3-MALL-008	S4-MALL-010	S1-MALL-005	S5-MALL-016	S3-MALL-012	S3-MALL-013	S6-MALL-016	S1-MALL-010	S2-MALL-013	S1-MALL-015	S3-MALL-010	S2-MALL-017	S6-MALL-013	S3-MALL-016	S4-MALL-016	S1-MALL-008	S6-MALL-010	S2-MALL-010	S1-MALL-016	S1-MALL-012	S1-MALL-004	S4-MALL-013	S1-MALL-006	S2-MALL-008	S3-MALL-014	S4-MALL-015
2211	0	0	0	0	0	0	0	239	0	0	13	0	8	40	140	0	0	0	32	1	0	706	0	0	0	6	44	0	0	0	1483	10	0	12	0
1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0
1540	0	2	0	2	0	0	0	132	12	0	20	0	4	133	240	0	0	0	17	0	24	893	0	2	0	0	70	2	0	0	2061	52	0	4	0
944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	0	1	0	2	0	0	0	0	0	0	0	0	10	20	61	2	0	2	0	0	12	273	0	0	2	6	15	0	0	0	674	19	0	7	0
763	0	14	0	0	0	2	0	152	0	0	1	0	4	18	327	0	0	2	27	4	0	162	0	2	0	0	22	0	0	0	866	17	0	0	0
210	0	0	0	0	0	0	0	0	0	1035	12	0	0	28	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0
118	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	0	0	0	0	0	0	0	936	5	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0	0	2589	0	0	0	46	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
33	0	0	6	0	2	26	0	0	13	0	43	0	0	1003	14	0	0	0	39	64	0	0	38	0	0	0	0	0	0	0	5	0	0	25	0
30	0	0	4	2	0	18	0	0	0	0	24	0	3	154	17	0	9	0	46	45	0	0	27	0	0	0	0	0	0	0	0	0	0	10	0
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
15	0	0	10	0	0	0	0	0	2	0	25	0	0	0	0	0	3	0	5	60	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	952	0	0	0	0	0	0	140	0	0	3	7	0	0	60	0	0	1	0	19	0	0	0	0	2	0	26	0
11	0	0	2	0	0	16	0	0	0	0	45	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0
9	0	0	0	27	5	7	0	59	22	0	10	0	0	0	29	0	1	0	0	2	0	164	0	0	10	13	32	0	0	0	0	0	0	0	0
9	0	0	0	19	2	11	0	0	0	0	0	0	1	132	3	0	13	0	0	73	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0
9	0	0	0	0	0	0	20	110	4	0	0	0	0	0	29	444	28	0	44	3	5	0	0	0	0	22	10	5367	163	636	0	0	0	0	0
8	0	0	5	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	79	0	0	0	0	0	0	0	0
8	0	0	0	53	7	9	0	150	106	0	10	0	0	0	118	0	0	0	1	0	0	601	11	2	12	0	38	0	0	0	106	8	0	0	0
8	0	4	0	0	0	7	0	200	0	0	3	0	0	0	16	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	4	0	25	0
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	67	0	0	0	0	0	0	0	0	0	0	18	0	0	8	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	2	2	0	0	14	840	39	0	98	6	1	0	638	0	74	5	99	0	6	0	2	0	0	2	13	6	109	708	80	0	0	182	0	71
5	0	0	0	0	0	8	0	0	3	0	10	0	0	446	21	0	0	0	62	162	0	28	14	0	0	0	0	0	0	0	6	0	0	6	0
5	0	0	0	0	0	0	161	5	0	40	0	0	0	159	4	22	3	236	10	0	0	2	0	0	0	5	0	0	92	50	0	0	12	0	77
4	0	0	0	44	338	0	0	0	0	0	0	0	18	269	4	0	0	0	0	0	0	87	106	0	1	0	0	2	0	0	1812	0	0	1824	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	10	0	0	53	5	0	2	0	0	11	13	0	7	0	65	0	26	7	6	2	0	10	0	1298	147	1186	0	0	4	14	0
4	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	34	0	199	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456
4	0	0	0	0	0	0	0	107	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	16	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	8	288	110	1	133	0	0	0	96	9	96	3	116	1	0	0	0	0	0	0	8	0	139	188	12	0	0	25	2	109
3	0	0	0	0	0	0	0	0	0	24	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415
3	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1046	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	613
3	0	0	0	0	1	17	49	58	8	0	0	0	0	0	39	374	19	0	35	0	3	0	0	0	0	34	22	5114	506	2346	0	0	6	5	0
3	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	726	0	0	17	0	0	4	0	0	0	0	0	0	0	0	13	0	0	0	564
3	0	2	0	0	0	0	0	29	0	0	0	0	0	0	6	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	13	0	0	0	1	116	9	2	6	0	0	0	70	0	28	2	94	6	0	0	0	0	0	0	5	10	3	80	21	5	0	6	0	28
3	0	0	0	17	0	0	12	0	0	0	0	0	2	0	0	0	0	961	3	0	0	1	0	0	0	0	3	0	0	0	35	0	0	0	0
2	0	0	0	0	0	4	0	1778	0	0	22	0	0	4	259	0	0	0	11	12	0	27	0	0	0	2	29	0	0	0	19	6	0	42	0
2	0	0	0	52	314	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	709	0	0	587	0
2	0	10	0	0	0	41	0	235	33	0	107	0	0	0	5	0	0	0	0	6	2	626	3	0	31	89	33	0	0	0	0	10	0	6	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	106	3	0	0	0	0	15	0	0	0	0	0	0
2	0	0	0	855	651	67	0	0	0	0	536	0	729	0	0	0	0	0	0	0	0	0	3410	669	916	0	0	167	9	0	0	0	0	0	0
2	0	1	1	0	0	8	0	11	0	0	5	0	0	0	1	0	0	0	4	0	5	72	4	0	0	0	0	0	0	15	1	0	0	3	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	91	43	0	0	0	0	0	322	0	0	0	1	0	3	248	0	0	0	9	0	0	0	0	0	9	0	0	0
1	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	3	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	2	0	0	0	0	0	50	0	0	0	0	0	1	0	585	0	0	7	0	0	6	0	0	0	7	0	0	0	0	48	0	0	0	147
1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	54
0	2111	726	890	0	0	373	2	0	9	0	0	137	0	0	0	1	157	0	0	0	42	0	0	0	1	0	0	4	3	0	0	0	0	0	0
0	982	1306	664	0	0	281	0	0	31	0	681	0	0	0	0	0	0	0	0	5	84	0	0	0	0	5	111	1	0	0	0	0	0	0	2
0	727	603	617	0	0	228	0	0	31	0	335	0	0	2	0	2	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	670	163	1382	0	0	815	0	0	37	0	363	382	0	0	0	0	94	0	0	0	34	0	0	0	3	0	160	4	0	0	0	0	0	0	0
0	351	0	49	0	0	0	0	0	0	0	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	0	0	0
0	262	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	158	306	0	0	0	0	0	0	17	0	0	102	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	157	66	6	0	0	28	0	0	0	0	0	47	0	0	0	0	0	0	35	0	17	0	0	0	38	307	36	2	0	0	0	0	0	35	0
0	80	0	19	0	0	87	0	0	126	0	0	260	0	0	0	0	26	0	34	0	24	0	0	0	63	638	154	0	0	0	0	32	0	87	0
0	75	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	68	50	125	0	0	55	0	0	210	0	41	457	0	2	0	0	0	0	66	0	7	0	0	0	23	322	117	0	0	0	0	57	0	35	0
0	56	21	107	0	0	0	0	0	97	0	39	194	0	2	0	0	8	0	16	2	0	0	0	0	0	200	51	0	0	0	0	0	0	17	0
0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	27	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	23	13	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
0	16	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	54	0	0	0	0	0	0	0	0	0	5	0	0	0
0	16	13	2	0	0	0	0	0	21	0	0	0	0	0	71	0	0	0	2	0	0	60	0	0	0	2	18	0	0	0	0	33	0	0	0
0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	75	0	12	0	0	0	0	0	187	0	0	0	0	0	0	0	0
0	15	56	0	0	0	44	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	14	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0
0	13	53	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0
0	13	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	81	0	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	2	0	0	0	21	219	0	0	0	0	0	0	13	0	0	0	0	0	0	0	40	0	0	0	0	0	0	2	0
0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	10	0	31	0	0	201	0	324	0	0	137	4	0	0	75	0	0	0	0	17	0	384	13	0	44	24	93	0	0	0	0	8	0	13	0
0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	8	4	12	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
0	6	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	6	0	0	0	0	18	0	0	273	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	6	1	0	0	0	4	0	410	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	5	3	0	0	0	0	0	0	27	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	8	27	0	0	0	0	0	0	0	0
0	5	0	1	0	0	0	0	0	19	0	0	0	0	0	94	0	2	0	7	0	6	163	0	0	27	0	2	0	2	0	0	77	0	0	0
0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	5	8	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	4	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	11	3	0	0	46	0	0	45	0	0	4	0	0	50	0	0	0	5	0	0	225	0	0	4	0	30	0	0	0	0	137	0	0	0
0	4	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	2	0	0	5	0	0	0	0	0	0	10	0
0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
0	4	0	0	0	0	98	0	58	0	0	49	0	0	0	0	0	1	0	0	4	6	267	0	0	0	96	9	0	0	0	4	14	0	0	0
0	4	0	0	0	0	0	0	213	2	0	0	0	0	0	0	0	7	0	0	4	0	29	0	0	0	0	48	0	0	0	0	5	0	0	0
0	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	3	17	0	0	49	0	0	0	0	60	3	0	0	0	0	2	0	6	0	0	0	0	0	104	12	15	0	0	0	0	5	0	0	0
0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	18	0	0	9	0	0	2	0	0	5	0	0	0	0	0	0	0	1	3	0	0	0	0	0	17	0	0	0	0	1	0	3	0
0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0	3	0	0	0	0	0	0	0	31	0	0	11	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	3	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	35	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0
0	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	4	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	50	26	4	0	0	0	0	22	7	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	2	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
0	2	3	0	0	0	17	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	13	0	2	0	0	0	0	0	0	0
0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0
0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	20	0	14	2	0	0	0	0	10	0	13	6	16	0	0	0	0	37	10	0	0	0	0	0	0	283	0
0	1	0	0	0	0	0	0	0	77	0	0	14	0	0	0	0	0	0	0	0	0	20	0	0	0	0	28	0	0	0	0	0	0	0	0
0	1	0	5	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	34	0	2	0	0	0	0	0	0	0	1	0	0	0	0	65	0
0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
0	0	336	19	0	0	3	0	0	0	0	0	0	0	0	0	0	15	0	6	0	0	0	0	0	0	0	35	0	0	0	0	0	0	4	0
0	0	309	0	0	0	192	0	0	0	0	6	12	0	0	0	0	26	0	57	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
0	0	192	47	0	0	219	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	178	27	0	0	220	0	0	0	0	0	0	0	0	0	0	50	0	19	0	6	0	0	0	0	0	0	0	0	0	0	92	0	0	0
0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	115	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	34	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	39	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	38	27	0	0	497	4	0	1	0	4	54	0	0	0	0	0	0	33	0	6	0	0	0	0	0	11	0	0	0	0	203	0	0	0
0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	6	0	3	0
0	0	23	205	0	0	0	2	0	0	0	0	18	0	0	0	0	0	0	134	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	22	242	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	334	0	6	0	0	0	0	0	17	0	0	0	0	42	0	0	0
0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
0	0	20	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	11	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19	0	6	0	0	0	0	18	0	0	0	0	0	0	0	0	0
0	0	10	12	480	0	29	0	0	3	0	9	19	0	0	0	0	4	0	0	10	20	0	52	3	0	0	33	0	0	0	0	0	0	426	0
0	0	9	0	1	0	2	0	0	14	0	2	0	0	0	0	0	0	0	70	1	0	0	8	0	0	0	27	8	0	0	9	0	0	0	0
0	0	9	0	0	0	1	337	58	0	260	4	0	0	297	0	16	3	404	29	2	0	3	3	0	0	0	15	61	145	52	8	0	60	0	34
0	0	8	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	45	0	0	0	3	0	0	0	0
0	0	7	0	0	0	0	234	46	3	84	0	3	0	135	0	0	2	185	6	0	0	4	0	0	0	0	7	38	163	29	6	0	36	0	4
0	0	7	0	0	0	0	0	271	0	0	12	0	0	0	0	0	2	0	5	0	3	9	0	0	0	2	105	1	0	0	0	0	0	2	0
0	0	7	0	0	0	13	0	13	15	0	4	0	0	0	0	0	0	0	3	0	0	0	148	0	0	3	44	4	0	0	0	0	0	0	0
0	0	7	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	7	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	68	4	0	0	0	0	0	0	0
0	0	7	15	190	0	11	0	0	0	0	0	8	4	0	0	0	0	0	0	1	45	0	0	0	0	0	44	0	0	0	0	0	0	308	0
0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	2	62	2	0	16	0	0	0	55	0	0	0	27	0	0	0	0	2	0	0	2	0	0	51	0	8	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	14	0	0	0
0	0	3	0	0	0	34	0	15	0	0	38	0	0	0	0	0	0	0	0	0	0	13	0	0	0	20	0	0	0	0	0	0	0	0	0
0	0	3	0	237	0	8	0	0	12	0	0	4	14	0	0	0	0	0	0	4	4	0	76	9	0	0	6	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
0	0	3	2	0	0	2	0	0	0	0	5	6	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	23	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
0	0	2	0	1	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
