M6	M7	A10	A1	C12	A8	C4	M10	C10	C7	A4	A9	M5	A15	M4	C6	C11	C9	M3	A5	A18	M9	A16	C3	A6	A7	M1	A17
2	0	12	5	2	0	7	0	2	4	4	0	7	0	15	1	1	19	12	7	1	0	3	1	7	4	0	7
7	0	6	0	2	0	6	2	5	1	2	0	17	1	6	1	0	3	6	20	0	0	1	31	4	0	0	3
0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
0	17	0	0	0	0	6	88	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
4	2	1	0	0	25	3	0	0	2	2	25	1	0	21	1	0	5	17	3	9	3	15	0	1	19	0	0
0	0	0	9	0	0	0	0	0	0	4	0	6	0	0	0	0	0	11	137	0	0	0	0	0	0	0	0
0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	45	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210
0	6	3	5	2	0	0	1	0	0	0	2	1	5	15	12	0	1	10	1	0	10	0	1	8	1	0	6
3	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	16	0	0	0	0	0	3	1	0	21	0	0	0	0	0	2	41	150	0	0	0	0	2	0	0
0	0	0	1	2	0	0	0	2	177	0	0	0	0	0	0	1	48	0	0	0	0	0	1	2	0	0	0
2	1	0	22	0	0	5	6	0	10	0	0	27	24	0	0	1	13	33	21	0	2	28	3	15	2	0	8
0	0	40	11	0	0	8	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	13	0	59	0	0	66
4	0	0	0	0	167	33	0	1	3	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	141	0	0	73	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	135	12	1	1	16	0	5	0	0	2	0	0	0	0	2	0	0	1	8	45	0	2	0	0	0	0	0
0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	140	1	0	0	0	19	0	0	1	10	0	2	0	3	0	151	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	225	0	0	0	0	0	0	0	0	0	0
0	3	99	4	2	0	22	6	10	34	0	0	7	6	0	3	3	2	39	0	0	11	3	3	2	54	0	5
0	0	0	14	0	0	7	35	1	1	2	32	31	65	0	0	0	9	38	28	0	14	15	2	10	2	0	0
50	0	0	2	21	0	83	0	119	0	0	0	0	0	0	0	21	0	0	15	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	22	0	0	0	0	0
0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	1	60	0	0	0	2	0	153	0	0	0
0	87	0	1	1	0	0	2	11	2	0	0	1	0	1	3	48	29	28	0	21	18	0	22	0	27	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	15	0	0	0	0	0	0	10	0	0	0	4	0	0	0	0	10	1	0	0	0	0
0	0	0	0	0	0	4	3	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	1	2	0	0	1	0	6	0	1	0	1	14	0	0	6	2	0	0	1	2	2	0	4	1	0	0	0
0	0	0	1	5	0	3	0	5	1	0	0	0	6	0	0	5	11	0	2	0	0	0	1	2	0	0	0
0	0	0	0	0	0	4	17	0	2	1	0	0	1	0	0	0	1	1	11	0	0	2	0	1	2	0	0
1	1	0	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	6
0	0	0	5	0	0	0	0	0	4	0	0	0	4	0	0	0	5	0	0	0	3	5	4	5	7	0	0
0	8	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	1	0	2
1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3
0	0	39	0	0	0	38	1	0	5	1	1	0	0	2	0	1	15	0	28	0	6	1	2	0	21	0	2
0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0
0	0	0	9	0	0	0	0	0	6	2	0	0	40	0	0	0	1	0	23	0	0	2	2	49	0	0	20
55	5	0	0	0	0	0	1	0	0	0	0	0	0	0	24	0	0	63	1	2	0	2	0	1	0	0	0
0	0	0	0	0	0	1	0	0	1	0	0	126	6	0	0	0	1	13	0	0	0	0	0	0	0	0	0
9	41	0	13	7	0	13	0	1	0	0	0	2	0	0	0	1	2	0	0	0	4	0	42	0	12	0	0
0	1535	367	118	16	315	6	724	111	356	31	172	511	12	208	10	2	27	257	147	116	73	44	102	0	104	2270	103
316	578	120	66	3	465	7	557	35	25	8	845	87	8	0	135	9	13	886	242	331	782	7	0	33	48	12	210
207	167	453	45	3	327	253	158	11	92	68	203	180	89	4	149	53	173	792	572	110	33	62	10	290	391	0	199
0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0
0	0	0	43	0	15	0	6	0	75	14	0	12	1	0	0	0	31	6	125	0	0	5	0	0	2	0	5
30	4	28	8	1	0	7	7	7	9	3	0	20	3	20	9	4	4	169	13	17	3	11	2	13	3	0	12
0	53	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	14	3	0	36	115	0	0
0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5	0	0	13	0	0	0	0	0	101	0	24	3	0	0	2	1	0	0	0	0	69	1
0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0
0	0	0	2	7	0	3	95	0	46	0	0	0	32	0	0	5	2	0	0	0	0	9	2	0	51	0	0
1	18	8	8	4	20	7	2	15	7	11	31	11	15	7	6	4	16	10	5	18	14	10	7	5	1	0	19
0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16	19	0	5	1	0	14	3	0	1	4	0	0	16	52	24	3	1	7	0	0	13	32	5	0	5	0	51
8	5	26	3	5	0	28	0	9	12	9	0	12	5	37	1	6	14	12	36	0	4	9	10	7	18	0	11
0	0	0	0	0	0	0	0	0	3	0	0	0	18	141	0	3	18	0	11	0	0	38	0	0	0	0	0
0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	9	0	0
0	0	0	0	1	0	2	212	0	6	10	0	9	14	0	0	0	18	0	103	0	0	7	1	2	0	0	0
0	39	0	21	0	0	33	12	0	0	0	0	1	2	0	6	0	0	187	6	32	0	5	0	32	8	0	20
0	0	0	3	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
32	0	0	15	13	0	8	0	0	7	0	0	27	26	0	0	0	13	0	48	0	0	0	132	30	7	0	0
0	1	0	11	0	1	0	16	1	0	7	0	2	19	0	60	0	0	63	39	0	91	0	0	3	20	1	31
0	11	1	13	1	0	16	13	6	17	35	0	7	11	79	2	15	2	31	9	0	4	2	9	7	52	0	48
5	5	6	2	0	0	0	4	0	0	0	2	3	0	0	2	0	0	0	1	1	3	0	1	0	1	0	10
0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0
2	6	3	0	0	1	0	7	0	1	0	3	2	0	0	1	0	0	3	3	5	3	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	3	0	0
0	4	31	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	46	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	2	26	13	0	0	0	2	1	0	0	0	0	1	0	1	3	0	0
0	0	0	19	0	0	2	2	0	0	0	3	1	0	0	0	0	8	0	0	0	0	4	0	7	1	0	0
0	2	5	0	0	1	0	6	0	0	0	2	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
4	0	1	0	0	1	1	0	3	0	0	4	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	0
0	0	0	1	1	0	1	0	3	0	1	0	0	1	2	0	5	3	0	1	0	0	0	0	1	0	0	0
2	10	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	0	0
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	6	0	0	0	4	0	0	0
0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
4	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	0	2	2	1	0	0	1	1	0	1	3	0	1	0	0	1	2	0	0	0	0
0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	2	0	0	0
1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1
0	0	2	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1
0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	3	0	0	0	0	0	0	0	0	0	0
0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
0	0	0	0	1	0	0	0	3	1	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0	2	4	1	0	0	0	0	13	0	0	0	0	2	0	0	45	0	0	0	0	0	1	1	0	12	1	3
0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	8	1	0	0	1	2	0	0	0	0	0	3	0	1	0	2	4	0	44	0	5	0	5	4	0	10
0	0	18	0	0	0	4	0	0	0	0	1	12	0	0	0	2	18	0	1	3	0	0	0	5	23	0	0
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0	2	1	0	1	0	1	2	2	0	0	0	1	0	4	2	0	4	3	13	3	0	0	4	0	1	0	0
0	0	0	4	0	0	3	0	4	1	0	0	0	0	4	0	1	1	0	0	0	0	0	2	1	0	0	0
0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
3	4	8	4	2	1	3	1	2	6	0	0	0	4	0	4	3	3	5	3	10	6	0	0	2	3	0	3
5	71	86	14	1	0	3	4	2	74	7	4	4	9	1	1	2	40	21	38	1	32	17	4	26	6	0	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	3	0
0	46	158	1	0	0	24	8	1	5	13	0	0	1	0	3	5	26	51	100	1	0	6	10	36	13	0	0
5	15	0	81	2	5	1	0	1	9	0	0	34	11	0	8	0	3	29	32	221	26	11	0	6	1	0	0
0	1	324	0	0	239	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2
14	25	0	52	8	0	15	25	4	19	4	1	22	14	56	2	6	37	16	54	4	1	28	13	46	20	0	23
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	8	0	0	0	0	8	0	0	0	0	1	8	5	11	0	4	0	0	0	0	0
1	8	1	1	0	0	0	5	0	0	0	2	0	0	0	0	0	0	15	6	0	2	0	2	6	0	0	0
2	1	2	0	0	11	0	12	0	0	0	0	1	0	0	0	0	3	1	1	6	1	1	0	1	0	7	0
2	6	0	1	0	2	0	8	0	0	0	7	2	0	0	2	0	0	3	3	5	5	0	0	0	0	1	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
0	6	0	0	0	0	0	0	5	0	4	0	3	0	14	0	2	4	0	0	0	0	0	4	2	2	0	1
60	2	95	198	7	0	189	125	28	53	25	5	10	453	69	92	172	52	212	23	62	4	170	37	69	65	0	61
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
0	189	159	29	0	0	7	89	0	11	38	31	51	9	0	13	17	6	353	113	197	128	49	4	42	35	0	22
0	57	0	65	0	158	68	252	0	478	0	0	0	0	0	80	0	0	177	0	0	137	125	0	0	67	0	0
0	0	0	1	1	0	1	0	3	1	3	0	0	2	0	0	1	3	0	0	0	0	3	0	1	0	0	0
1	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	9	0	4	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0
0	0	0	0	0	0	2	0	1	2	1	0	0	3	1	0	1	4	0	1	0	0	1	2	1	0	0	0
4	2	0	0	1	0	0	3	0	1	0	1	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	1
0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0
1	1	0	0	0	1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	3	0	1	0	0	0	1	1	0	0	0
0	0	27	0	0	0	8	0	1	4	2	1	0	6	0	0	0	4	7	0	0	1	4	0	9	4	0	2
0	0	0	0	0	0	0	0	0	12	0	67	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	18	0	1	0	0	0	3	5	0	0	1	0	26	0	0	0	5	14	0	3	0	0	3
2	8	3	1	0	0	0	2	4	3	3	0	6	1	0	0	6	1	9	9	1	0	18	0	4	0	0	0
0	0	0	0	11	0	0	20	17	0	0	0	7	0	0	0	0	0	0	11	0	8	0	1	3	0	0	2
0	2	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	30	2	19	2	0	4	13	0	0	0
90	19	81	6	0	0	0	6	2	3	10	4	23	20	106	0	10	13	46	15	23	10	21	15	69	14	0	103
9	12	64	9	3	0	10	30	3	46	17	2	165	15	3	0	9	91	55	37	2	4	13	9	50	37	0	22
0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0
0	0	0	41	147	0	0	0	0	0	0	0	0	0	96	0	0	97	0	0	0	0	31	0	0	0	0	195
2	261	48	5	0	0	178	2	1	0	28	0	0	0	2	0	2	16	0	19	0	5	0	1	0	75	0	24
0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	1	0	0	0
0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
1	0	6	0	1	0	1	1	1	1	4	0	0	0	0	3	0	5	7	11	0	0	0	1	8	3	0	1
0	21	3	1	0	7	0	12	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0
0	15	0	9	5	0	0	0	0	0	0	0	1	9	0	0	0	1	0	0	0	0	10	0	6	0	0	0
0	4	0	2	0	0	0	9	0	0	0	0	0	1	0	0	0	0	5	0	0	3	8	0	25	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0
0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	3	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	5
0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	4	33	0	0	0	0	1	0	0	0	0
4	9	3	0	0	2	0	3	0	0	0	4	6	0	0	2	0	0	0	1	2	1	0	0	0	1	12	3
0	0	0	0	0	18	0	0	0	0	0	6	22	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	14	0	0
0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4	1	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	2	2
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	11	0	0
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	1	0	1	0	1	0	0	1	3	0	1	4	0	0	0	0	0	6	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	1	0	0
0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	2	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0	21	42	0	1	0	0	2	0	0	1	0	0	1	0	4	0	0	0	0	15	0	2	0	0	0	0	9
1	3	1	3	0	0	3	1	1	4	1	0	9	0	0	3	0	5	7	31	0	3	6	10	5	0	0	1
0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	78	0	0	0	0	0	15	0	0	0
0	0	0	23	0	0	0	50	1	0	2	0	4	0	0	0	0	1	0	0	0	0	2	0	23	0	0	0
0	0	0	10	0	0	2	55	5	0	0	0	1	9	0	0	0	0	3	3	0	2	11	0	3	2	0	1
0	0	20	0	0	0	4	0	13	0	0	0	15	0	0	0	0	0	51	0	0	5	0	0	0	0	0	0
0	0	20	0	0	0	12	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	34	0	18	0	0	0
0	21	0	0	0	0	0	1	0	0	0	0	4	0	0	6	0	0	54	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	39	0	1	2	0	0	29	0	0	0	8	6	7	0	2	2	1	6	0	0	0
0	0	0	0	0	0	0	0	0	104	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
0	1	0	1	0	4	0	1	1	1	0	0	0	1	0	0	0	1	1	7	0	3	1	2	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	61	489	0	0	0	0	0	4	0	0
93	89	3	24	2	0	0	37	0	3	0	21	7	6	0	13	3	1	74	60	208	0	13	1	0	1	0	119
0	4	325	31	1	0	42	10	7	76	3	3	1	1	5	7	0	59	69	31	0	11	0	27	5	42	0	13
0	0	0	4	2	0	2	0	4	0	2	0	0	2	0	0	0	86	0	0	0	0	533	1	0	0	0	0
0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	161	194	0	0	0	0	347	60	0	0	0	0
884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	62	35	32	2	0	69	26	17	24	31	6	6	24	95	6	7	86	45	2	1	22	46	10	57	30	0	112
0	0	0	75	4	0	9	116	0	12	11	0	109	108	0	78	5	95	19	0	0	14	47	2	21	18	0	99
0	0	218	0	0	0	249	0	0	0	36	0	0	0	0	0	0	99	0	0	0	0	107	26	0	0	0	0
0	0	0	0	4	0	0	3	38	64	0	0	0	79	0	0	0	1	0	50	0	0	149	230	0	52	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0
1	0	0	1	0	32	0	0	3	0	0	15	1	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	0	4	41	0	0	0	2	1	0	0	0	0
0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	58	0	1	0	0	0
2	0	0	6	1	0	6	0	0	3	0	0	3	2	0	0	0	3	0	23	0	0	0	2	4	7	0	0
0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	8	0	0	0	0	2	0	1	0	0	1	0	0	7	0	0	8	0	6	0	10	0	17	0	0	0
0	0	0	0	0	0	4	0	1	10	2	0	0	12	0	0	1	21	0	1	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	8	4
6	2	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2	1	0	2	0	0	0	0	0	1
3	1	0	0	0	1	0	3	0	1	1	0	0	0	0	2	0	0	1	0	1	3	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0
0	0	0	4	1	0	1	0	2	6	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
0	1	0	3	0	2	0	5	0	3	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0
0	0	0	1	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	10	0	0	0	0
0	0	0	1	0	0	1	2	4	2	0	0	3	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0
0	4	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	2	0	0	0	0	0	1	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	5	0	0
0	0	0	3	1	0	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0
1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	4
0	0	0	1	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	15	0	52	0	0	0
0	0	0	0	0	0	4	0	0	18	0	0	0	0	0	0	0	2	0	46	0	0	15	0	0	0	0	0
0	0	0	0	16	0	0	0	0	0	1	0	0	0	0	0	72	0	0	0	0	0	1	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
5	2	7	3	0	5	3	3	2	2	2	1	2	4	0	5	3	4	4	2	7	2	25	1	1	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0
0	22	0	0	0	6	0	14	1	1	0	1	5	0	0	0	0	0	3	2	2	0	0	0	0	1	34	3
2	1	0	0	7	0	0	10	0	1	0	0	1	10	0	2	7	2	19	3	3	0	19	4	2	0	0	1
0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	10	0	2
0	0	153	0	0	0	0	0	0	0	68	0	0	0	0	0	0	54	343	0	0	0	192	0	31	149	0	0
