029SS	116JS	129GP	46	215	300	023TD	077SF	193MR	152JF	179TH	115RW	HG113	043RB	063CG	149SD	HG237	282	843	895	2123	120NG	12	710	128TW	164JO	HG216	064DB	453	198LW
0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0
0	0	0	0	1	4	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	14	0	1	1	8	0	0	0	0	6	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	7	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	15	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	3	1	0	0	0	13	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	19	2	0	0	0	0	0	0	5	0
0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	2	0	0	0	1	1	0	0	0	0	2	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	5	0	1	0	0	0	0	0	0	1	0
0	0	0	0	0	0	13	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0
1	0	1	13	7	4	0	0	1	0	0	1	4	0	3	1	0	7	0	2	0	0	3	18	1	0	0	0	3	0
0	0	1	2	0	0	0	0	0	0	3	2	0	0	1	0	0	5	10	3	0	1	6	2	0	3	0	0	10	9
0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	1	0	0	0	0	0
1	0	8	0	12	9	0	0	1	4	0	3	1	0	0	1	2	8	0	0	0	0	0	1	0	0	2	0	0	0
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	21	8	0	0	0	16	0	0	2	0	4	0	8	0
17	0	0	0	17	7	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	4	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	12	0
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	3	0	4	0	0	0	0	0
0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
2	0	0	3	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	21	4	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	10	2	0	0	0	0	0	0	4	0	0	2	0	0	3	0	6	0	0	4	0	0	0	0	0	0	0
0	0	0	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13	0	0	0	5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	4	0	0	0	0	0	7	0
0	1	2	2	0	0	2	0	0	2	3	1	0	0	0	0	0	0	11	0	0	0	0	3	0	6	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	28	0	0	0	0	0	2	0	0	0	0	0	0
0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0
0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	40	0	0	0	0	0	0	0	0	14	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	30	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	5	0	0	0	9	0	0	0	0	0	23	0	0	0	0	0	0	0	11	0	0	0	0
1	1	1	5	0	0	0	0	0	2	0	3	0	1	0	0	0	0	39	2	0	0	3	0	0	4	0	0	0	1
0	0	0	0	0	1	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	25	0	0	0	2
0	0	0	17	29	1	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	6	0	0	0	0	0	0	0
0	7	0	0	0	0	3	0	0	0	0	16	0	0	0	0	0	1	0	0	0	9	0	0	0	22	0	1	8	0
0	2	2	12	5	0	0	4	0	5	17	1	0	0	1	0	0	8	5	14	0	1	25	13	0	0	0	0	6	0
0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	19	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	82	0
6	29	0	0	30	2	1	0	0	0	0	0	0	0	1	0	5	4	0	3	0	0	9	14	0	0	0	0	1	0
0	0	1	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	7	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0
0	0	4	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	32	0
0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
0	0	5	1	0	20	0	0	0	0	4	2	0	0	1	3	0	6	0	28	0	1	0	6	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	6	0	0
0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	6	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	6	0	0	4	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0
0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	2	4	0	5	0	0	0	1	0	1	0	1	0	0	1	0	4	0	0	1	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	20	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	18	0
0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	17	0	1	0	7	0	0	0	0	2	0
0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	7	1	0	5	0	0	1	11	0	0	8	0	1	0
0	0	0	0	24	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	4	17	0	0	0	0	0	3	0	4	0
1	0	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	1	2	3	0	0	4	0	2	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	6	3	0	0	0	0	0	1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	1	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	2	1	0	0	0	0	0	0	4	1	1	0	2	0	0	0	1	0	2	0	0	1	0	0	0
0	0	0	2	1	0	1	0	0	1	1	0	0	1	2	1	0	0	2	1	0	0	4	0	0	3	1	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0
0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0
0	8	10	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	5	10	43	0	0	0	0	1	0
0	2	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	66	3	0	0	2	0	0	3	0	0	0	2
0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	0	9	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	41	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	16	1	0	0	0	1	0	0	2	0	0	0	0	0	6	0	18	0	8	2	20	1	1	0	0	0	0
0	0	0	0	60	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0
0	2	0	8	0	0	0	0	0	1	0	2	0	0	0	0	0	0	49	5	0	0	3	0	0	4	0	0	0	3
0	0	60	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0
0	4	1	9	0	3	0	0	0	0	10	14	5	0	0	1	0	4	0	2	0	1	3	6	0	0	1	1	0	7
0	0	1	13	10	5	0	0	0	0	0	0	8	0	0	0	0	6	0	3	0	1	6	19	0	0	3	0	6	0
0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	45	0	2	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	26	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	68	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	4	0	0	0	0	0	1	2
0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1	0	0	19	0	0	0	0	6	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
0	5	1	0	0	0	0	0	5	0	0	0	2	0	4	0	0	4	0	0	0	8	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	22	0	0	0	0	4	0	8	0	0	0	0
0	0	0	0	7	2	5	2	0	0	0	0	0	0	0	0	0	3	0	2	0	6	1	5	4	0	0	0	0	0
0	0	0	0	28	1	0	0	0	1	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0
0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	9	0
0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	1	0	6	0	3	0	0	0	0
0	0	0	0	6	4	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	5	0	0	0	0	0
0	0	0	0	2	5	0	0	0	0	0	0	0	0	5	2	0	0	0	3	0	0	0	0	5	0	0	0	0	0
0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0
0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	9	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	3	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	3
47	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	10	3	2	0	20	0	1	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	7	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	3	1	0	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0
0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0
0	1	0	5	0	0	11	0	0	5	0	49	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0
0	0	2	10	0	4	2	0	0	1	9	8	4	0	0	0	0	14	0	7	0	2	1	2	0	0	0	2	0	3
0	0	0	0	0	0	0	0	0	42	0	27	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	82	0	0	0
0	1	3	6	0	11	1	0	0	0	18	1	0	0	1	2	0	12	0	1	0	1	0	1	1	0	0	0	0	13
15	5	4	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	3	8	29	0	0	0	0	0	0
0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	57	0
0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	40	9	0	1	0	3	2	8	1	0	0	0	0	0
0	0	2	0	0	0	0	0	0	2	3	0	0	8	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	2	1	0	2	0	0	1	1	2	3	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0
0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	12	0	3	0
0	0	0	0	1	5	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
0	3	0	0	0	0	1	0	0	0	0	4	0	0	1	0	4	1	0	0	0	3	0	0	0	0	1	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	11	0	3	0	0	0	0	0
0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	1	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	1	0	0	0	0	0	0	0	0
0	0	0	1	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	3	0
