Ro2020s021	Ro2020s035	Ro2020s001	Ro2020s003	Ro2020s022	Ro2020s028	Ro2020s012	Ro2020s002	Ro2020s008	Ro2020s026	Ro2020s024	Ro2020s037	Ro2020s016	Ro2020s004	Ro2020s019	Ro2020s029	Ro2020s031	Ro2020s027	Ro2020s009	Ro2020s039	Ro2020s010	Ro2020s030	Ro2020s013	Ro2020s020	Ro2020s007	Ro2020s017	Ro2020s014	Ro2020s023	Ro2020s015	Ro2020s033	Ro2020s025	Ro2020s038	Ro2020s011	Ro2020s018	Ro2020s006	Ro2020s005	Ro2020s036	Ro2020s032	Ro2020s034
0	0	7	7	7	2	0	0	0	0	0	0	8	11	10	8	0	4	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
0	0	9	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0
21	0	0	0	11	9	0	0	0	5	4	0	15	0	9	18	0	10	0	0	0	0	0	36	0	0	0	3	0	0	0	0	4	22	9	3	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
0	0	0	0	2	0	3	0	2	3	0	0	0	0	3	2	0	4	0	0	0	0	3	3	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
4	2	21	3	0	20	29	2	57	17	0	0	15	8	2	38	13	13	60	0	33	19	42	4	40	34	4	0	30	15	0	3	34	10	3	2	0	17	8
4	0	0	0	2	2	9	0	11	0	2	0	0	3	0	2	2	3	20	2	23	0	16	0	11	7	4	0	10	3	0	0	18	0	0	0	0	0	0
4	0	0	0	0	0	2	0	0	3	0	0	9	0	6	3	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13	7	6	0	0	0
0	0	4	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	19	5	16	3	6	0	9	6	8	0	6	0	0	7	16	0	0	0	0	1	0
21	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	2	0	0	0	0	0	28	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	4	2	0	2	0	0	0	0
0	0	0	0	0	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	12	5	0	0	0	3	7	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
9	2	41	11	6	11	0	9	0	4	0	4	0	27	3	16	0	3	0	0	0	0	0	6	0	0	0	0	0	3	0	4	0	11	0	6	5	2	7
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0
0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	46	5	0	0	7	0	0	0	0	2	0	0	91	0	0	0	0	0	0	0
0	0	0	0	3	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1	0	30	21	0	2	0	8	1	2	0	0	0	32	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0
0	0	0	0	0	0	3	0	5	5	0	0	11	0	6	0	0	9	5	0	8	0	3	0	1	2	0	0	1	0	0	0	0	3	4	3	0	0	0
0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	4	3	0	2	0	0	0	5	0	0	22	0	10	0	0	0	0	2	6	0	0	0	7	0	0	0	0	0	3	3	5	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0
0	0	0	0	2	2	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	6	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	5	4	0	7	0	5	0	2	0	0	0	0	4	7	0	0	0	0	0	0
2	0	4	0	0	5	5	0	13	0	0	0	0	4	3	11	0	3	7	3	13	0	12	0	14	13	3	2	11	0	0	8	15	4	0	3	0	0	0
0	0	7	2	8	8	2	2	0	5	14	0	0	0	6	0	0	0	0	0	0	0	3	0	0	3	0	11	5	2	13	0	2	7	6	7	0	2	0
2	0	5	0	0	6	17	0	22	0	0	0	6	2	2	0	0	4	33	6	17	0	27	3	13	16	5	0	20	0	0	7	18	6	2	2	0	0	0
0	0	2	0	0	5	0	0	3	0	0	0	0	2	0	0	0	0	3	0	2	0	0	0	4	5	0	0	2	0	0	2	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0	0	0	0
5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	0	5	0	5	4	5	0	3	7	2	0	5	0	21	9	0	20	6	0	11	0	11	78	1	0	2	0	5	0	0	0	10	12	13	19	0	0	0
2	0	6	0	0	0	0	0	0	0	0	0	2	3	0	0	0	5	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	7	16	0	0	0	7	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	5	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	7	5	13	0	0	0
20	0	0	0	0	8	5	0	10	2	10	2	32	0	11	10	0	22	36	4	28	0	30	14	9	11	4	2	18	0	5	8	16	22	35	40	0	0	0
0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	2	4	9	0	0	0	3	2	0	7	0	1	5	0	9	0	0	0	0	0	2	0	0	0	3	0	0	4	0	0	5	3	0	0	0	0
0	0	1	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	3	6	0	0	0	0	3	4	0	0	6	4	0	0	0	7	5	0	6	0	3	2	2	0	0	0	3	0	0	0	3	0	7	6	0	0	0
0	0	7	4	0	4	0	0	2	0	2	0	8	0	0	6	3	0	3	0	2	0	6	2	0	0	0	0	3	2	2	4	0	0	0	0	0	2	0
9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
6	0	0	0	7	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	1	0	3	0
3	0	11	4	0	2	5	0	9	3	2	0	2	4	0	0	0	0	5	0	8	0	2	0	4	2	0	0	5	2	3	0	6	3	0	0	0	0	0
26	0	22	19	0	26	12	4	21	13	14	0	40	32	23	68	5	69	19	7	25	13	17	57	17	14	4	0	14	13	16	12	14	8	7	8	0	10	0
0	0	0	0	0	0	6	0	3	5	0	0	4	0	4	10	0	10	4	0	6	0	3	0	0	5	0	0	5	0	7	0	6	2	3	5	0	0	0
0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	0	13	5	34	0	0	4	0	2	30	0	29	9	27	18	0	16	0	0	0	0	0	43	0	0	0	22	0	0	51	0	0	22	17	25	0	0	0
15	0	0	0	11	7	0	0	0	4	9	1	3	0	0	7	0	7	0	0	0	0	0	17	0	0	0	0	0	1	3	0	0	0	4	2	4	7	1
0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	5	0	0	3	0	3	0	2	0	0	0	0	2	4	0	0	0	2	0	0	0	0	0	0
37	0	7	0	14	16	2	4	0	7	0	0	19	0	23	20	0	5	0	0	0	0	0	27	2	0	0	4	0	0	0	0	2	19	14	14	0	0	0
0	0	0	5	0	2	0	0	0	2	0	0	9	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	0	0
3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	3	0	0	9	0	4	0	5	0	5	2	0	0	4	0	0	0	5	0	0	0	0	0	0
0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	7	3	0	2	14	0	0	8	0	0	33	0	11	2	0	4	0	2	6	0	4	0	4	0	0	5	0	3	6	6	11	0	0	0
6	0	0	0	0	2	0	0	2	2	7	0	1	3	6	3	0	4	8	0	4	4	5	8	0	2	0	0	3	4	0	0	6	0	5	5	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	5	4	6	0	4	0	2	0	0	0	3	2	0	11	4	0	0	0	0	4	0
0	0	3	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	2	0	2	6	0	0	0	6	0	0	0	0	0	0
0	0	2	2	1	4	0	0	0	6	7	0	3	0	0	2	4	6	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	1	2
0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	0	9	0	19	22	3	2	2	21	12	2	10	0	12	4	0	6	9	0	7	0	4	10	3	3	2	18	3	0	5	0	0	11	11	16	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	2	0	2	0	0	3	0	0	0	3	1	0	0	0	0	0
1	0	0	3	0	0	6	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	1	4	8	0	0	0	0	1	6	0	0	1	0	1	0	0	0
0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	0	4	0	11	0	2	0	0	3	0	0	0	0	4	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	5	3	0	0	2	0
24	0	50	33	12	11	15	10	57	9	3	0	45	56	28	31	4	68	21	0	13	6	35	28	42	7	6	3	21	5	10	0	24	33	34	34	3	4	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0	4	0	4	10	0	0	0	5	0	0	2	4	5	8	0	0	6	0	5	0	5	4	0	3	0	7	0	0	0	0	2	7	5	2	0	2	0
0	0	0	0	1	0	0	0	3	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	2	0	3	5	0	4	0	4	0	0	5	0	0	2	0	2	0	2	2	0	4	0	0	0
2	0	10	3	0	0	9	5	16	3	0	0	0	7	0	0	3	0	10	4	12	3	12	2	4	7	2	0	0	0	0	6	14	5	0	0	0	4	0
0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	9	0	0	1	0	1	0	7	0	7	0	0	2	0	0	0
12	0	1	4	12	29	0	2	19	17	4	2	0	7	15	0	0	19	2	0	0	0	10	12	6	24	1	0	0	0	0	3	5	7	8	16	2	0	0
0	0	0	0	0	0	2	0	3	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	5	4	0	4	0	0	0	0	0	0	0	2	0	5	0	2	3	0	0	6	0	0	0	6	5	0	6	2	0	0	0	0	0	0
0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	5	2	0	0	3	0	0	2	0	3	7	0	2	11	0	2	0	5	3	3	3	4	0	4	0	0	4	4	5	6	10	0	0	0
4	0	0	0	10	52	0	0	0	86	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	3	0	1	0	6	0	0	6	0	4	0	2	0
9	0	2	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1	8	0	1	0	6	4	1	0	3	0	5	0	0	0	1	0	4	6	0	0	0
24	0	0	0	0	0	10	0	11	3	3	0	17	0	18	5	0	13	18	0	39	0	40	24	10	23	7	0	17	0	0	0	29	20	11	36	0	0	0
4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	0	0	5	0	0	0	0	2	4	0	2	0	0	0	0	0	3	0	0	2	0	0	0
0	0	2	2	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
8	4	33	10	0	69	258	9	308	36	0	0	19	10	15	25	21	15	342	75	535	45	451	11	312	263	173	0	347	41	0	134	288	38	6	11	0	27	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0
13	0	0	0	0	24	0	0	0	5	0	0	11	0	0	31	0	2	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	8	0	0	1	2	2
5	0	0	0	0	0	1	0	5	10	0	0	2	0	0	5	0	0	2	0	0	0	2	5	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	6	0	0	3	0	0	4	0	0	0	0	0	0	0
10	0	5	0	0	3	0	2	0	4	0	0	6	4	0	4	0	6	0	0	0	0	0	5	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	2	0	4	0	0	0	4	3	0	1	3	0	0	0	0	4	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	5	0	1	0	1	3	2	0	2	0	0	0	0	3	2	2	1	0	0	0	0	4	0
10	0	0	0	0	45	0	0	2	0	0	0	22	0	1	36	0	17	1	0	0	0	0	12	0	0	0	18	0	0	0	0	0	2	12	35	0	0	0
5	0	0	0	2	0	0	0	2	3	0	0	5	0	3	3	0	6	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	0	18	0	0	0	1	0	0	0	3	0	43	0	0	2	0	0	2	0	0	37	1	0	0	11	0	0	0	0	0	64	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	0	2	0	15	1	0	3	0	0	14	0	4	2	1	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0
10	0	7	0	95	9	2	0	0	13	38	0	16	2	30	2	4	7	4	0	4	3	2	10	0	3	0	74	0	0	34	0	7	25	5	0	0	2	0
0	3	0	0	3	15	2	0	12	7	0	0	0	0	4	10	0	5	3	0	3	0	2	4	12	0	0	0	4	0	0	4	7	3	0	0	0	0	4
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	7	2	0	0	4	0	2	0	0	0	0	2	0	0	0	0	0	2	0
10	0	0	2	0	3	0	0	2	0	0	0	0	0	0	2	0	5	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
25	0	0	0	0	1	8	0	57	0	3	0	3	0	0	17	0	5	11	0	26	0	29	28	42	13	7	0	20	0	0	0	8	0	1	11	0	0	0
3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0	0	0	6	17	36	0	46	11	8	0	18	0	7	15	0	20	60	2	50	0	70	27	34	36	17	10	53	0	8	3	59	9	11	17	3	0	3
18	0	2	4	11	4	0	0	0	11	0	0	15	3	26	0	0	14	3	0	0	0	0	26	0	0	0	7	0	0	0	0	0	17	15	26	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	6	0	0	0	6	0	0	0	0	2	21	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	0	10	0	0	0	0	0	9	0	16	0	6	0	0	13	0	0	0	0	0	13	2	0	0	0	0	0	6	0	0	9	4	9	0	0	0
0	0	0	0	0	2	9	0	10	0	0	0	0	0	0	0	0	0	19	16	12	2	11	0	6	11	4	0	10	0	0	23	11	0	0	0	0	0	0
0	0	24	4	0	0	0	2	4	0	0	0	0	4	3	0	54	0	0	2	0	73	0	0	0	0	0	0	0	13	0	5	0	0	0	0	0	9	3
0	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0
0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	6	0	1	0	0	7	2	0	3	1	0	0	6	3	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
0	5	0	0	0	0	0	0	9	6	0	0	0	0	0	0	1362	0	0	0	0	1783	0	0	17	0	0	0	0	341	0	0	0	0	0	0	0	270	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
43	0	68	23	4	16	10	11	40	7	0	0	87	31	26	17	0	76	17	0	10	0	20	25	19	14	0	5	12	0	0	4	17	24	44	42	0	0	2
0	0	0	0	0	3	0	0	0	0	0	0	7	2	3	6	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	0	3	0	2	0	0	0	0	4	0	2	0	0	2	3	3	0	3	0	4	5	0	0	3	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	16	12	6	0	5	0	4	3	0	0	2	0	0	23	6	0	0	0	0	0	0
0	0	0	0	0	23	0	0	0	5	0	0	1	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	21	6	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	6	2	0	0	0	3	2	0	0	0	0	0	9	5	0	0	0	0	0	0
2	0	0	0	6	10	4	0	0	9	0	0	22	0	22	63	0	12	2	0	1	0	0	60	0	0	0	3	1	0	0	0	0	4	20	4	0	0	0
9	0	0	0	10	17	2	0	0	11	37	0	4	2	5	24	0	0	4	0	0	2	2	14	2	0	0	0	0	0	15	0	2	3	3	3	0	2	0
1	0	0	0	9	3	0	0	0	0	0	0	5	0	23	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	5	1	0	0	0
17	0	2	0	3	8	9	0	6	7	4	0	12	3	18	20	0	7	22	0	16	0	10	18	5	10	6	0	7	0	4	3	21	17	14	21	0	0	0
0	0	0	2	0	0	9	0	0	0	0	0	8	0	3	5	0	0	6	6	4	0	2	0	0	0	0	0	0	0	0	6	2	5	0	0	0	0	0
0	0	0	0	3	11	0	0	5	12	0	0	0	0	3	14	0	0	3	22	2	0	0	0	2	0	0	0	2	0	5	29	2	3	0	0	0	0	0
0	0	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0	5	2	0	0	2	0	7	0	0	0	7	4	7	5	0	6	8	0	3	2	4	7	3	5	2	2	2	0	0	0	6	10	3	3	0	0	0
0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6	0	0	0	18	0	0	3	0	13	0	0	12	17	0	0	0	1	0	1	5	0	10	6	0	1	0	0	6	0	6	0	0	0
0	0	0	0	0	3	0	0	0	0	4	0	3	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	34	22	0	9	60	6	104	15	2	0	19	25	19	18	45	26	92	34	69	48	83	12	72	58	14	0	69	85	0	70	115	21	5	6	3	61	2
0	0	0	0	0	15	0	0	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	3	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	6	2	0	0	0	2	0	3	0	1	3	17	5	0	0	0	14	3	6	0	1	0	0	13	5	0	0	0	0	1	0
0	0	2	0	0	31	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	3	3	3	2	0	0	0
4	0	3	2	0	0	0	0	2	0	3	0	3	0	5	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
36	0	7	3	1	0	26	4	31	0	0	0	11	6	42	0	0	18	49	0	36	0	41	12	28	23	10	0	34	0	0	0	32	39	29	45	0	0	0
0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	7	0	0	0	0	1	0	0	0	0	0
36	0	7	4	12	17	2	2	10	14	6	2	23	4	56	21	0	13	9	2	6	0	13	63	11	6	2	18	9	0	8	3	4	43	20	60	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
0	0	0	0	4	0	0	0	0	6	0	0	4	0	11	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0
0	0	0	0	0	5	0	0	5	2	0	0	0	0	0	0	4	0	0	0	0	5	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	9	2
