10251.E.B.3.1W	10251.E.LC.3.1W	10251.E.CS.3.1D	10251.E.B.1.3D	10251.E.LC.1.3D	10251.E.CS.1.3W	10251.E.CS.1.2D	10251.E.LC.1.2W	10251.E.B.1.2W	10251.E.CS.2.1W	10251.E.LC.2.1D	10251.E.I.1W	10251.E.B.2.1D	10251.E.B.2.1W	10251.E.I.1D	10251.E.CS.2.1D	10251.E.LC.2.1W	10251.E.B.1.2D	10251.E.CS.1.2W	10251.E.LC.1.2D	10251.E.LC.1.3W	10251.E.CS.1.3D	10251.E.B.1.3W	10251.E.LC.3.1D	10251.E.CS.3.1W	10251.E.B.3.1D	10251.E.B.3.3D	10251.E.LC.3.3D	10251.E.CS.3.2D	10251.E.LC.3.2W	10251.E.B.3.2W	10251.E.I.2W	10251.E.B.2.2D	10251.E.LC.2.2D	10251.E.CS.2.2W	10251.E.CS.2.3D	10251.E.LC.2.3W	10251.E.I.3D	10251.E.B.2.3W	10251.E.B.1.1W	10251.E.LC.1.1W	10251.E.CS.1.1D	10251.E.LC.1.1D	10251.E.CS.1.1W	10251.E.B.1.1D	10251.E.B.2.3D	10251.E.I.3W	10251.E.CS.2.3W	10251.E.LC.2.3D	10251.E.LC.2.2W	10251.E.CS.2.2D	10251.E.B.2.2W	10251.E.I.2D	10251.E.B.3.2D	10251.E.CS.3.2W	10251.E.LC.3.2D	10251.E.LC.3.3W	10251.E.CS.3.3D	10251.E.B.3.3W
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	0	0	3	0	0	3	0	0	7	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	1368	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	4	0	838
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1117	0	0	0	0	0	2471	532	328	0	931	0	0	0	0	378	0	0	0	2154	0	1117	0	1882	0	0	2881	0	1778	0	750	0	0	81	0	87	0	0	887	1030	0	0	0	0	0	148	93	0	0	0	0	0	0	3167	0	1589	0	0
0	0	0	0	0	2	0	2	0	0	0	6	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	11	29	0	0	10	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5903	7287	0	7522	968	1495	0	3758	10605	18821	65	1795	1077	1536	72	0	4498	5533	1457	756	1301	0	20216	2453	9022	0	0	8572	0	11313	6036	785	2199	0	13873	0	2685	145	3459	10156	4692	0	454	1250	6226	1771	934	23327	0	2735	0	3905	100	0	11406	1443	6267	0	5765
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	45	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	5	0	0	0
0	0	0	0	19	0	0	0	0	0	0	0	0	0	421	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	897	0	0	0	0	4	0	0	0	0	0	20	0	0	0	266	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	10	652	9	0	9	0	0	0	73	0	18	0	0	125	0	336	0	19	0	2	0	48	0	50	40	0	20	0	0	0	0	49	0	104	0	0	0	0	0	14	12	0	264	30	0	0	86	0	113	0	0	58	0	15	0	0	0
0	0	197	0	0	0	154	0	0	84	0	0	52	0	163	2061	0	0	0	0	0	373	0	0	0	63	331	0	167	0	0	0	232	0	0	1509	0	553	0	0	0	2109	0	0	0	0	0	0	0	0	921	0	392	119	0	0	0	472	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	21	520	12	0	3	1	0	1	43	6	554	175	1778	12843	3	523	0	31	0	0	0	23	0	0	20	21	23	0	0	3	264	46	0	12104	0	1499	161	0	0	2	39	0	600	286	0	18	53	8	11845	105	1828	23	0	55	0	0	2
114	36	245	267	1197	430	127	454	175	174	331	29	240	161	50	83	165	142	243	1633	243	234	442	495	79	222	551	127	584	98	271	6	245	322	156	261	86	243	515	183	146	101	1047	138	123	356	0	357	434	159	90	288	147	399	64	961	59	645	285
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	6	9	0	24	0	0	0	26	0	22	0	18	4	0	22	0	36	0	12	0	19	0	6	56	0	7	0	0	0	15	133	0	0	0	0	0	0	0	7	20	0	12	46	0	0	36	0	13	0	0	30	0	15	0	8	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0
0	4	0	0	0	600	0	0	0	0	0	513	0	211	0	0	72	0	224	0	0	0	0	0	0	0	0	10	0	0	0	634	0	0	0	0	40	0	190	0	0	0	0	440	0	0	357	0	0	34	0	77	0	0	0	0	19	0	0
0	0	0	2	0	0	0	6	0	2	0	2	0	0	0	0	3	0	0	0	0	2	3	3	0	0	0	8	0	0	4	6	0	0	0	0	0	0	0	4	0	14	0	4	0	0	0	0	3	0	0	0	0	0	0	0	13	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1410	2093	0	9	2	0	0	693	420	0	0	1422	0	390	225	0	52	12	0	8	228	0	993	0	0	0	14	1234	0	3636	1602	1084	0	3	0	0	19	76	821	661	137	0	3	0	0	0	1048	0	0	109	0	607	487	0	0	0	3348	0	1312
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	39	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	154	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	55	0	0	63	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	0	0	40	4	2	4	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	13	1	3	0	0	14	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	3	10	2	0	0	0	0	0
0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	8	54	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	3	0	0	0
24	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
196	0	0	0	0	0	0	0	0	0	0	947	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	0	0	0	0	0	0	0	0	0	97
0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	309	270	295	0	523	0	0	0	218	0	351	0	0	508	0	192	0	364	0	435	0	324	0	163	281	0	248	0	0	0	775	177	0	288	0	20	0	46	0	797	192	0	70	482	0	0	487	0	326	0	30	64	0	671	0	283	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
0	0	41	1246	7	0	178	0	0	0	0	0	74	0	0	17	0	937	0	2	0	106	0	0	0	120	280	0	48	0	0	0	304	2	0	66	0	0	0	0	0	68	0	0	585	89	0	0	0	0	12	0	0	190	0	3	0	36	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	1842	2639	572	2828	25740	3171	19593	257	32	2415	1212	1862	9068	247	2451	9966	353	27666	4968	19615	1804	296	3409	9413	2277	1212	299	3029	1303	671	476	2812	2301	112	2459	8850	453	5756	620	9217	2739	3211	21627	248	1505	1342	93	1948	12471	3252	5867	837	2235	6959	3946	1499	2193	509
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	9	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	365	0	0	0	1522	0	0	0	0	0	14	0	16	1490	0	8	0	0	0	893	0	12	0	2	13	0	106	0	0	0	11	0	0	984	0	174	0	0	0	1819	0	0	4	0	0	0	5	0	1327	0	4	1	0	10	0	292	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	10	0	11	14	13	7	14	0	10	8	0	0	0	5	0	19	3	12	9	18	4	2	0	3	23	4	0	4	55	7	0	14	5	8	35	4	2	2	15	0	2	3	5	9	44	4	4	6	0	6	4	8	0	6	5	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	0
0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	919	34	372	982	350	76	1106	246	191	118	75	399	114	4402	16	595	256	269	914	711	102	337	182	150	509	1004	1069	63	1994	14	160	625	376	213	22	828	4769	176	273	521	66	240	276	116	855	17	577	416	928	14	124	2729	707	108	421	943	60	16
0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	23	0	0	0	0	0	5	0	0	0	0	1	0	0	0	48	0	0	0	5	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	14	0	0	0	0	0	0	30	0	0	0
0	0	0	144	0	0	0	0	34	0	169	0	0	0	10	0	0	104	0	7	0	0	35	0	0	0	0	11	0	10	0	0	0	67	0	3	3	91	0	62	0	0	0	0	89	0	0	0	191	0	0	0	19	0	0	0	0	0	0
0	0	0	0	0	957	0	2601	0	0	0	37	0	0	0	0	0	0	704	0	2438	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1108	0	0	1227	0	0	0	4	0	0	0	0	0	0	250	0	0	0	0
0	0	43	923	0	0	0	0	0	0	16	0	0	0	24	0	0	793	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	25	0	13	0	2	0	0	0	0	0	0	630	0	0	0	82	0	16	0	0	0	0	0	0	44	0
0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	5	0	0	0	0	0
35	2300	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	996	0	3903	7	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	3011	0	25
0	64	0	0	0	463	0	26	447	0	0	848	0	57	14	0	95	0	284	0	66	0	364	0	0	0	0	85	0	85	0	456	0	0	0	0	94	137	48	399	8	0	0	208	0	0	528	0	0	30	0	20	58	0	0	0	100	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	6	0	0	0	0	0	84	106	0	317	0	11	0	0	0	0	13	0	0	0	27	0	194	156	0	0	0	0	0	156	37	42	0	0	28	0	0	0	0	0	0	4	137	0	9	62	0	0	0	17	160	0	7	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	365	2549	1792	779	1188	3645	0	404	4036	907	0	1152	1036	390	6997	224	1008	714	1020	52	3788	1022	350	4171	1911	2296	181	2362	697	91	402	1430	888	3357	10411	114	452	528	924	0	6422	722	665	1300	1179	0	4649	2343	0	5255	426	658	1922	3949	621	428	5876	56
0	0	22	6	0	0	0	0	0	0	6	0	0	0	4	4	0	6	0	4	0	18	0	0	0	0	0	0	4	0	0	0	19	3	0	16	0	28	0	0	0	0	0	0	0	18	0	0	3	0	1	0	37	1	0	3	0	3	0
0	0	56	115	0	0	16	0	0	0	18	0	28	53	0	57	0	52	0	0	0	58	0	4	0	37	35	0	11	0	0	0	11	21	0	51	0	0	47	0	0	30	0	0	37	62	0	0	6	0	18	38	0	24	0	0	0	28	0
0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
