St.acute.LHM002.1.U	St.acute.LHM026.1.U	St.acute.LHM032.1.U	St.chronic.LHM004.1.U	St.chronic.LHM011.1	St.chronic.LHM021.1.T	St.chronic.LHM025.1.U	St.chronic.LHM028.1.U	St.chronic.LHM030.1.U	St.chronic.LHM031.1.U	St.chronic.LHM034.1.U	St.chronic.LHM035.1.U	St.chronic.LHM036.1.T	St.chronic.LHM037.1.U	St.chronic.LHM042.1.T	St.chronic.LHM045.1.T	ST.N.LHM049.1	St.neg.LHM001.1	St.neg.LHM013.1	St.neg.LHM019.1	St.neg.LHM027.1	ST.P.C.LHM048.1.T	ST.P.C.LHM052.1.U	ST.P.C.LHM062.1.U	ST.P.C.LHM063.1.T	ST.P.C.LHM065.1.T	ST.P.C.LHM069.1.U
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	1	0	4	1
0	0	0	1	1	0	0	2	0	2	0	0	2	0	0	0	1	0	0	0	0	0	4	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
0	13	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	1	7	0
0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	3	2	0	0	0
2	0	0	0	1	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0
3	0	1	0	0	0	0	1	0	1	2	0	1	0	0	0	0	3	35	0	0	0	3	2	1	0	0
0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	0	3	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0
0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	6	0
0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	1
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2
0	0	0	0	1	0	1	2	0	0	6	0	0	1	0	0	0	0	0	3	0	4	3	3	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	10	9	5	5	20	4
1	0	1	2	2	0	0	3	0	0	1	0	1	0	1	1	0	2	1	0	0	0	2	4	0	0	0
0	2	1	0	0	0	0	1	1	2	3	0	3	0	0	0	3	0	0	0	0	0	15	1	2	0	0
3	0	0	0	0	1	0	5	0	0	0	0	2	0	0	0	0	3	3	0	0	0	5	5	1	0	0
1	0	0	1	2	0	0	3	0	1	2	0	0	0	1	2	0	1	1	0	0	0	6	1	0	0	0
0	3	0	0	2	1	1	0	0	3	1	0	1	0	0	0	1	2	0	0	1	0	4	0	8	0	2
0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	3	7	1	3	0	1	0
1	0	0	3	2	0	0	1	0	0	2	0	3	0	1	0	0	3	2	0	0	0	4	3	3	0	0
0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	2	0	0	3	0	9	0	0
0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	1	1	0	9	0	0	4	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
0	0	1	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
2	0	1	0	0	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
3	0	4	2	2	1	1	5	0	2	1	2	0	0	0	0	0	3	2	0	0	0	2	3	2	0	0
1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4265	0	0	0	0	3125	145	799	166	2196	104
0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	33	0	0	1	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2	4	2	0	1
11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	1
3	0	6	5	11	1	1	1	3	2	0	0	0	0	4	1	0	0	0	0	0	0	20	4	5	6	0
0	0	0	0	0	0	0	3	6	1	0	1	0	0	0	0	0	0	4	0	0	0	0	56	0	0	0
0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	63	5
0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	1	0	64	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0
22	0	4	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	1	1	0	0	2	0	1	1	1	0	3	0	0	0	0	0	0	5	0	15	28	0	0	1
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	18	0	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	0	0	0	17	0	52	117	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
1	6	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	54
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	63	65	0	0
0	0	25	0	0	0	1	2	22	0	0	19	12	0	60	0	0	0	0	0	0	0	26	15	7	0	0
2	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
1	1	0	2	0	5	0	0	1	0	0	0	0	13	0	2	34	7	10	0	0	1	1	11	2	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	1	2
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	33	0	0	0	0	1	0	0	2	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	7	1	0	0	0	0	6	7	8	0	0
0	0	1	1	0	0	0	1	1	1	1	0	1	0	1	3	0	4	1	0	0	0	3	6	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	2	4	0	1	0	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40
0	0	0	1	1	1	0	1	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1
3	0	4	3	4	1	0	8	0	3	1	0	0	0	0	1	0	1	1	0	0	0	2	0	5	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	1	0	1	7	0
0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	4	14	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	6	0	1	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	6	0	4	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	1	4	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	7	0	2	1	5	0
0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
0	0	2	0	0	3	1	0	0	0	1	0	0	0	0	2	20	0	1	0	0	1	3	1	29	34	0
0	0	0	1	6	0	0	2	0	0	1	0	1	0	0	104	0	0	2	0	0	0	6	4	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0
0	0	2	2	0	0	0	1	0	0	1	1	2	0	0	0	0	1	0	0	0	0	3	3	1	0	0
0	0	1	1	1	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	1	0	6	1
0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	1	0	0	1	1	0	17	5	0	0	0	0	0	0	13	41	3
0	0	0	0	2	1	0	0	0	0	0	3	2	1	1	2	4	2	0	0	0	6	9	19	1	1	6
0	5	0	0	0	0	0	0	0	0	1	0	6	1	0	0	0	11	0	0	0	15	0	6	0	0	7
1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	1	1	0	41	0	1	0	3	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0
0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	101	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0
7	0	0	0	0	0	1	0	0	5	8	0	4	0	1	2	0	20	5	0	0	1	0	11	2	0	8
0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108
0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0
0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	2	0	1	1	2	0	1	1	1	0	0	2	2	0	4	1	0	0	0	1	6	1	0	0
0	0	2	0	0	0	0	0	0	4	0	1	0	1	1	1	4	0	0	0	2	0	10	2	4	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	21	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0
0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	2	7	1	0	0	0	0	0	5	19	0	0
0	0	0	0	0	0	1	0	0	0	7	2	0	3	5	0	0	0	1	0	1	0	2	11	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	2	0	1	2	0
0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
0	0	9	3	4	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	3	2
0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	7	0	1	0	3	1
1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	5	2	0	0	0	1	2	0	0	1
0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	5	5	0	0	0	1	0
1	0	0	1	0	1	0	1	0	0	1	0	2	0	1	0	0	0	4	0	0	0	0	4	0	0	0
3	0	0	0	2	0	0	0	0	0	1	1	0	0	2	1	0	1	2	0	0	0	1	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	1	0	3	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0
0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	3	0	0	0	1	1	0	0	0
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
1	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	4	2	1	0	1
0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	1	0	3	0
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	79	2	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	48
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	37	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	1	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
0	0	0	0	1	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	2
0	2	0	0	0	0	0	0	1	0	5	1	2	0	6	0	0	0	0	0	5	0	0	63	0	0	0
0	0	0	0	0	0	0	0	2	4	0	6	0	0	1	0	0	0	4	0	0	0	46	26	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0
0	1	0	8	1	0	0	0	0	9	6	1	1	0	1	3	14	4	2	0	0	0	5	5	29	1	0
5	4	0	0	0	0	0	0	3	0	0	0	1	6	2	0	6	7	1	3	3	6	0	2	0	1	8
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
0	0	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0	0	3	0	0	0	14	84	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
0	0	0	0	19	0	0	28	0	1	0	1	1	0	20	0	0	0	0	0	0	0	1	0	0	0	26
0	0	0	3	2	1	1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	15	0	0
0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	2	0	0	7	0	3	0	1	0
0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	0	0	0	1	0
1	0	0	2	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	0
0	0	1	0	1	0	0	0	0	0	1	0	1	0	2	1	0	0	2	0	0	0	4	3	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1	0	9	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	2	1	8	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	2	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	7	0	2	1	3	0
0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	7	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	7	0	0	0	0	0	0	1	4	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	6	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0
0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	55	0	0	1	0	0	2	3	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	2	0
0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	20	0	0	0	0	2	3	0	4	7	0	0	0	0	0	0	0	0	44	0	0	0
0	0	0	4	0	42	0	1	11	0	0	0	0	0	0	0	67	0	0	0	0	0	2	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	10	0	0	0	75	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
0	0	1	2	0	0	1	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	7	2	0	0	1
1	0	1	1	2	1	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	2	3	0	0	0
0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	725	0	0	0	0	1	0	0	0	0	73
11	7	0	0	0	0	0	0	4	0	14	4	146	229	0	26	0	0	44	0	0	0	0	1	4	81	0
0	40	4	0	0	3	0	20	63	6	59	89	0	0	94	10	0	20	16	1	0	0	55	244	0	0	6
0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	180	1	0	1	0	204	32	63	0	338	16
32	4	0	0	1	6	7	0	2	26	15	2	0	13	0	0	99	5	0	0	3	0	42	83	250	2	9
0	2	5	4	0	46	5	42	5	0	2	10	0	10	0	64	62	0	2	8	0	1	120	9	317	0	0
0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	807	0	0	0	0	0	0	3	0	0	0
0	2	0	0	48	19	78	5	0	51	21	18	0	0	0	0	0	0	6	0	0	0	0	118	422	0	17
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	698	13	11	0	0	71	0	0	1	0	0
0	4	0	0	0	0	0	4	21	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666
0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	2	0	3	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	2	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	2	5	6	0	0
1	0	1	1	0	0	0	1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	2	3	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	2	0	6	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	13	0	0	0	0	0
0	0	0	1	0	3	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	4	1	1	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	3	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	1	0
0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0
1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	6	0
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	1	0	1	2	1	0	0
0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	3	0	0
0	22	0	0	11	0	0	0	1	0	0	0	0	0	0	44	0	0	1	25	0	14	0	14	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	1	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	2
0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0	1	1	0	20	6	1	27	0	0	0	8	0	0	4	0	0	4
3	0	3	2	4	7	2	8	0	3	5	2	1	0	3	11	0	5	11	0	0	0	7	17	1	0	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	89	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	0	1	0	2	0	2	0	6	2
1	1	0	1	1	0	0	0	1	38	0	1	0	0	0	0	5	0	1	1	3	1	6	0	0	0	83
0	0	0	0	0	1	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	1	0	0	0	0	0
0	1	4	52	49	0	0	0	0	0	6	13	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0
0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
0	0	0	0	1	0	1	1	0	1	2	0	0	0	1	0	11	0	0	0	0	3	1	0	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
0	0	0	2	7	0	2	0	1	7	0	0	0	0	0	7	0	0	0	0	0	0	0	3	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	29	0	0	0	0	0
