St.acute.LHM002.1.U	St.acute.LHM026.1.U	St.acute.LHM032.1.U	St.chronic.LHM004.1.U	St.chronic.LHM011.1	St.chronic.LHM021.1.T	St.chronic.LHM025.1.U	St.chronic.LHM028.1.U	St.chronic.LHM030.1.U	St.chronic.LHM031.1.U	St.chronic.LHM034.1.U	St.chronic.LHM035.1.U	St.chronic.LHM036.1.T	St.chronic.LHM037.1.U	St.chronic.LHM042.1.T	St.chronic.LHM045.1.T	ST.N.LHM049.1	St.neg.LHM001.1	St.neg.LHM013.1	St.neg.LHM019.1	St.neg.LHM027.1	ST.P.C.LHM048.1.T	ST.P.C.LHM052.1.U	ST.P.C.LHM062.1.U	ST.P.C.LHM063.1.T	ST.P.C.LHM065.1.T	ST.P.C.LHM069.1.U
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	14	0	0	0	3	0
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	8	9	10	0	0	0
0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	13	5	0	1
6	6	27	23	29	22	16	10	11	17	38	7	4	22	5	42	142	7	3	0	27	0	128	173	149	99	85
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	2	1	0	3
13	34	1	35	6	9	3	9	1	42	17	18	1	23	5	9	257	9	11	0	27	89	54	10	52	98	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	787	0	425	1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1128	0	0	0	1	0
11	36	0	1	0	0	0	1	34	80	0	1	0	0	0	0	0	1	0	0	0	3	96	0	1	2	46
795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	18	0	1	0	0	1
0	0	22	18	41	0	12	11	11	19	40	32	14	0	17	106	139	0	55	10	0	191	16	105	19	0	141
0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	4	8	0	3	514	0	1	0	15	0	0	0
22	0	2	0	72	6	10	15	6	0	20	76	61	0	0	0	0	219	256	0	0	75	1	0	0	0	39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	2	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	16	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	3	3	0	0	1
0	0	0	0	0	4	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	5	2	0	0	0
2	0	0	0	1	0	0	3	0	0	0	1	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	3	0
0	0	0	0	0	2	0	0	0	0	4	0	0	2	4	0	0	2	1	0	5	0	0	23	11	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	2	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	2	1	0	1
0	0	0	7	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	162	0	0
0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	145
0	1	0	0	0	0	1	0	45	4	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	21
1	6	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	15	27	30	24	52	16
0	1	0	0	0	8	0	3	0	0	2	3	0	0	5	0	0	0	4	8	4	0	0	28	0	0	0
0	0	0	0	0	0	1	0	0	188	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	56	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	2	0	0	0
0	58	1	0	0	1	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	22	0	0	0	0	645
21	8	18	46	33	68	43	14	15	38	31	2	13	15	39	29	363	14	25	0	17	0	111	71	313	288	7
0	6	0	0	1	0	0	4	32	63	0	0	0	0	0	2	0	7	0	1	0	3	1	0	0	0	38
0	0	0	0	195	0	14	0	0	63	0	0	77	0	0	0	0	0	0	0	0	0	11	1754	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	1937	0
0	12	1	0	0	0	13	3	209	112	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2019
0	0	1	0	6	3	5	0	0	0	0	0	13	0	0	0	1711	0	0	0	0	0	1	6	0	0	870
0	0	4	63	77	40	169	125	49	169	0	80	12	0	159	6	0	0	0	0	0	0	422	501	679	0	2
0	0	1	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	116	0	50	1419	90
0	0	36	46	14	5	36	7	11	52	39	14	2	0	43	98	458	0	0	0	0	0	186	109	220	0	21
0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0
0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	4	0	0	0	0	1	0	1	2	0	0	0	0	2	1	30	0	0	0	0	0	0	0	0	6	0
1	0	0	0	1	2	0	3	0	0	3	2	0	0	1	1	13	1	0	1	3	0	7	2	0	0	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	55	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
0	0	5	6	3	2	0	4	0	3	1	0	4	0	0	2	0	0	0	0	0	0	4	2	4	0	1
0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	1	0	0	0	19	7	8	0	0	0	1
0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	2	1	2	6	0	3	3	0
0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	2	0	8	0	0	8	1	0	2
3	0	0	1	4	1	0	2	0	2	2	1	3	0	2	1	0	7	1	0	0	0	6	4	3	0	1
0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
0	0	0	5	4	0	2	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	23	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
0	0	0	1	0	1	5	4	0	0	0	1	1	0	1	0	0	0	0	0	0	0	4	4	7	0	0
0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	6	2	0	0	3	0	1	0	2	4	1
0	0	0	0	0	5	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0
0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	7	0	0	0	0	0
0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	5	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	1	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	40	0	0	0	0	0	0	1	1	0	0
1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	16	9	2	8	3
0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	0	0	3	0	30	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	7	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	43
0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	24
0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	3	2	1	0	2	0	1	1	2	0	1	0	2	2	3	1	0	1	0	2	7	0	0	7	0	3
0	0	0	0	0	0	0	3	0	1	1	2	0	0	0	0	272	1	0	0	2	0	60	0	57	0	2
0	0	16	39	105	0	1	144	0	0	0	0	0	0	0	37	0	0	0	0	0	0	37	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	4	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	32	22	61	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	18	0	55	0	0	0	0	0	0
4	14	1	0	0	0	0	0	2	0	17	1	5	0	18	0	22	5	13	46	115	43	0	12	0	6	7
0	0	0	17	0	252	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
0	0	2	9	0	0	15	3	5	28	31	0	0	0	0	20	0	0	0	0	0	0	22	0	0	0	0
0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	8	0
0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	2	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	2	0	1	1	0
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	2	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	24	0	0	0	1	0
0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
1	0	2	0	2	0	0	2	0	1	1	1	0	0	1	2	0	0	0	0	0	0	1	3	3	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	37	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	11	0	6	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	6	0	4	0	14	0	0
0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	1	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	2	0
1	0	0	1	0	0	0	1	0	1	1	0	2	0	0	0	0	1	1	0	0	0	3	2	0	0	1
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	1	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	8	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0
0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0
0	0	0	0	0	1	0	0	1	0	4	0	1	2	3	0	0	0	1	0	0	0	8	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	9	2	0	3	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	1	1	1	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
0	2	0	0	0	8	0	0	0	0	0	13	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	2	0	0	2	0	0	0	0	9	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	35	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	1	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	4	5	11	3	0
0	0	0	1	1	0	2	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	14	0	8	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	2	1	0	0
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	2	0	4	0	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	0
0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
0	0	1	1	0	0	2	1	1	2	1	1	0	1	1	2	5	1	0	0	1	0	4	4	1	0	6
0	0	9	0	6	0	0	0	0	0	0	11	24	0	0	1	0	0	0	0	0	0	0	0	9	0	0
0	5	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
0	0	2	7	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	32	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	23	1	2	1	4	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	31	2	21	2	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	58	0
0	0	0	1	1	0	1	2	2	3	0	4	0	0	0	0	5	0	1	0	0	0	4	0	32	0	0
3	0	1	6	12	3	3	7	0	6	12	15	9	6	8	9	0	3	3	4	5	17	16	88	14	0	7
0	0	4	1	6	0	0	0	0	0	61	0	2	0	1	0	0	0	0	0	0	0	0	11	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	10	1	2	0	4	0
0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	1	0	0	0	5	0
3	0	1	1	0	0	0	1	0	1	0	0	2	0	0	1	0	1	2	0	0	0	3	3	2	0	0
0	1	0	0	0	0	5	0	0	0	24	1	16	6	1	1	0	43	0	20	47	0	0	0	0	0	10
1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	352	0	0	0	3	0
0	3	0	0	0	0	1	0	0	59	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	220
3	19	0	0	0	0	0	0	13	7	0	1	0	0	0	0	0	1	0	0	0	4	0	0	0	2	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0
1	0	0	1	0	1	0	2	0	2	0	1	1	0	1	2	0	3	0	0	0	0	2	2	0	0	1
0	0	0	0	0	3	0	7	0	3	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	213	0
0	0	2	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	1	1	1	0
0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	2	1	1	0	0
0	36	7	6	2	7	3	5	0	15	9	7	7	0	6	54	0	0	0	0	0	0	1	36	17	0	118
0	0	0	1	3	2	6	3	2	3	3	2	0	0	0	0	0	0	0	0	0	0	37	57	37	0	9
0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	16	0
1	0	0	2	0	0	0	3	0	0	2	0	0	0	0	1	0	4	1	0	0	0	2	4	0	0	1
0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	356
0	0	1	2	0	1	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	9	0	1
0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	2	0	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	5	0	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0
0	3	0	0	4	14	3	3	0	14	2	11	2	10	2	4	37	8	8	0	3	0	36	54	38	0	2
1	12	0	0	0	0	1	0	4	9	0	0	0	0	0	0	0	0	0	0	0	2	6	0	1	0	449
0	9	1	0	0	3	5	6	18	31	10	39	0	0	13	0	0	0	6	20	0	0	57	58	0	0	43
16	0	0	0	1	1	3	1	0	3	15	1	9	0	12	0	221	2	0	7	1	0	2	13	21	76	2
83	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	1	17	0	0	41	0	1	0	0	0	0
0	0	0	0	0	0	0	0	470	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	0	0	37	0	1	0	5	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
0	0	9	28	0	15	50	13	11	45	0	9	5	0	28	32	0	0	0	0	0	0	103	58	24	0	0
0	30	0	0	0	0	10	0	0	2	0	0	1	0	0	0	0	0	0	0	9	4	134	228	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707
1	0	2	19	10	48	26	23	31	35	2	0	5	0	2	129	0	2	2	0	0	0	119	4	1	0	1
0	3	0	0	0	2	11	1	0	51	3	0	0	0	0	0	344	3	0	2	11	3	56	69	55	0	2
0	0	0	0	0	0	0	7	0	88	61	1	2	0	0	0	0	0	2	40	0	0	209	0	0	0	0
19	2	12	0	1	1	2	3	4	4	0	0	0	0	0	7	588	0	0	0	0	0	59	1	0	0	0
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	13	3	0	0	144	7	0	0
0	7	7	2	71	15	0	3	0	6	0	0	0	131	1	180	122	0	17	34	0	16	3	40	4	0	0
0	0	46	0	35	10	1	0	19	25	4	11	9	0	0	9	0	0	0	0	0	0	0	503	38	0	0
0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	25	0	0	0	0	0	369	0	0
0	0	86	75	13	4	15	66	0	14	0	0	0	0	0	11	0	0	0	0	0	0	90	23	0	0	270
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0
0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	7
0	0	2	1	0	6	0	0	0	0	0	1	4	0	1	0	3	0	0	0	0	0	0	15	0	0	0
0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	6	4	1	0	0
0	0	0	1	0	1	0	3	1	1	2	1	1	0	0	1	0	4	4	0	0	0	1	5	0	0	0
1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1	0	1	1	3	0	0	1	0	2	2	1	0	0	0	4	0	2	0	0	0	0	1	4	1	0	0
0	7	0	0	0	0	0	0	0	1	2	0	11	0	0	0	0	0	0	0	0	0	0	4	0	7	0
1	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	7	0	0	0	0	0	0	1	9	6	0
0	1	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
3	0	1	3	4	0	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	2	5	3	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	3	0	1	0
141	21	55	45	40	64	37	85	11	115	69	13	29	71	3	127	511	39	23	0	1	103	427	33	1123	2056	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0
0	0	1	0	0	0	4	0	0	5	0	2	0	0	3	1	4	2	0	0	0	0	14	10	0	0	2
1	0	0	0	0	2	0	0	0	1	4	4	2	0	1	1	10	0	0	0	6	0	0	2	15	3	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	42	0	2	0	22	0
0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	9	0	22	0	0	2	9	1
