199A	132A	026A	102A	184A	165A	074A	031A	150A	003A	151A	012A	127A	008A	030A	009A	131A	027A	139A	041A	156A	025A	142A	106A
0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	3	0	0	3	0	1	2	2	0	0	2	4	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0
0	0	2	0	0	0	4	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	16
0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	20
0	5	6	0	0	0	1	0	4	0	2	0	0	0	0	2	0	0	2	0	0	0	0	0
0	4	0	0	0	0	4	0	4	0	0	0	2	0	0	0	2	0	2	0	2	0	0	0
0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6
0	3	0	0	0	0	0	0	2	0	0	4	0	6	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
0	0	22	0	0	9	0	0	4	38	0	0	0	0	0	2	0	32	0	0	0	0	42	0
0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	6	0	0	4	0	2	0	0	0	0	0	0	0
0	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	6	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0
0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	68	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
0	0	0	0	0	0	1	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	56
0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	8	2	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	48	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	40	0	0	0	0	0	0
0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	0	0	3	0	0	14	16	0	68	20	6	40	2	2	6	0	28	0	8	0	0	0
0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	2	6	0	0	0	0	0	0	0	4	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	2	0	0	0	0	0	0	38	0	2	0	6	0	0	0	0	12
0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	0	4	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0
0	4	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	2	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	6
1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
0	11	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0
0	3	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	8
0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0
0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	2	0	2	0	0	0
0	0	0	0	0	0	0	0	0	46	0	0	0	4	0	2	0	28	4	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
34	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2	8	0	0	0	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	4	0	0
0	2	0	0	0	0	0	2	0	0	0	12	4	0	0	0	0	0	4	0	22	0	0	0
0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0
0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	64	0	0	3	0	0	0
0	0	0	0	0	0	0	0	2	0	36	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	10	4	0	0	0	0	0	4	0	8	0	0	0
1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	4	2	0	0	10	0	0	0	0	2	0	0	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	44	0	0	0	0	8
0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	64	0
0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	16	0	0	0	0	0	0	0	12
2	0	0	0	0	0	2	2	0	0	0	2	0	0	10	0	4	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	4	0	2	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	6	4	0	0	2	0	0	0	0
0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0
0	0	0	0	0	0	0	0	6	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	2	0	15	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	16	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14
0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	1	2	0	0	0	0	0	0	38	0	2	0	4	0	0	0	0	8
0	4	0	0	1	0	0	8	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
0	2	0	4	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0
0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10
0	0	0	2	0	0	0	5	0	0	0	4	2	0	0	0	0	0	10	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	6	0	0
0	1	0	4	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	0	0
0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	4	0	0	2	2	0	2	0	0	0	2	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
0	11	0	0	0	0	0	28	0	0	0	29	0	0	6	0	2	0	26	2	10	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
0	8	4	0	0	0	0	0	0	8	6	0	0	0	4	2	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	8	0	2	4	0	6	0	14	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
21	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	3	0	0
0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	2	0	0	4	0	0	0	0	0
0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0
0	2	0	2	0	0	0	6	0	0	0	2	2	0	5	0	0	0	6	0	20	5	0	0
0	0	0	0	1	11	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	2	0
0	0	0	0	0	0	20	4	0	0	0	2	0	49	2	0	4	0	0	0	0	0	0	0
0	2	0	0	0	0	2	21	54	0	0	8	0	0	12	4	14	0	8	0	44	3	0	0
2	20	0	0	0	0	1	16	6	0	0	4	4	0	0	0	0	0	10	0	2	27	0	2
9	0	0	0	9	0	0	12	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	10
0	0	0	0	0	0	0	2	18	0	0	0	8	0	0	2	42	0	0	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	32	0	0	0	0	0	2	2	0	0	0	0	0	6	0	0	0	8	2	0	1	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0
0	0	4	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	2	0	26	0	11	0	0	0
0	0	0	0	2	29	0	0	2	8	0	0	0	0	0	0	0	2	0	0	3	0	4	0
6	0	0	0	4	0	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0
0	0	0	0	0	0	0	0	20	0	0	0	4	0	4	2	34	0	0	2	0	0	0	0
2	0	0	0	1	0	2	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	10	28	2	0	0	0	0	0	0	24	2	0	0	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
0	0	0	0	0	0	0	0	18	0	0	0	0	0	6	8	10	0	0	4	0	0	0	0
0	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	4	0	0	0	0	0	2	0	2	0	4	0	26	1	0	0
0	0	0	0	0	0	5	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	6	0	0	2	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	8	0	0	2	0	2	0	0	0	0	0	4	0	0	0	0	0
4	0	0	0	2	0	0	4	0	0	0	4	0	0	0	0	14	0	8	0	0	0	0	4
0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	2
0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	6	0	0	6	0	0	0	0	0	0	2	0	4	0	0	0
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2
0	0	0	2	0	0	4	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	2	0	5	0	0	0	0	0	0	0	0	12
1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
0	4	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	40	0	0	0	0	0	0	0	12	0	0	0	0	0	0
0	0	0	0	0	0	5	2	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	14	0	0	2	0	8	0	10	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0
0	14	0	32	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	0	0	0	0	41	10	0	0	0	4	0	0	41	0	14	0	0	0	3	2	0	10
0	0	0	0	0	0	0	0	0	0	0	16	0	6	0	0	2	0	2	2	0	0	0	0
0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	3	0	0	0
0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7	0	0	14	118	2	0	0	4	0	0	0	76	4	0	3	0	0	0
0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	2
0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0
2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
2	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	2
0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	22	22	0	68	16	0	30	6	2	6	0	22	0	10	0	0	0
0	0	0	2	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0
0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	13	4	0	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	7	0	0
3	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	2
0	0	0	0	2	0	0	10	2	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0
0	20	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0
0	6	0	0	0	0	0	0	2	0	0	0	0	6	0	6	0	0	2	3	0	0	0	0
1	2	0	0	4	0	0	0	0	0	0	17	0	2	0	0	8	0	6	0	0	0	0	4
2	37	0	0	0	0	11	63	10	0	0	2	36	0	0	0	4	0	20	0	2	19	0	0
0	0	0	0	0	0	0	2	0	0	0	6	2	0	0	0	0	0	6	0	0	0	0	0
0	2	0	2	0	0	2	0	8	0	4	0	0	2	2	0	0	0	0	2	0	0	0	0
0	2	2	0	0	0	3	0	4	0	0	0	0	0	2	0	0	0	4	0	0	0	0	42
0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	1	0	0	0	10	2	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	29	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	16	2	0	0	0
0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	2	0	0	3	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	4	0	2	0	0	0
1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	2	0	0	0	2	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	142	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	24	4	1	0	4
0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10
0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	9	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	9	0	0	0	0	4	0	0	2	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	0	34	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	2	0	0	4	1	2	0	0	4	0	0	2	0	0	0	2	7	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0
0	14	0	0	0	2	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	3	0	0
0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	4	0	2	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	6	0	0	8	0	2	0	0	40	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0
31	0	0	0	0	0	0	20	0	0	8	0	0	12	0	0	0	0	4	0	11	0	0	0
0	31	0	0	102	0	0	0	0	0	2	0	0	10	2	0	0	0	2	0	0	0	0	0
0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
0	0	0	0	8	122	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0
0	0	18	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	4	34	0	1	2	0	0	0	4	0	0	2	0	0	0	2	0	0	3	0	0
0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
