199A	132A	026A	102A	184A	165A	074A	031A	150A	003A	151A	012A	127A	008A	030A	009A	131A	027A	139A	041A	156A	025A	142A	106A
0	0	12	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0
0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
1	37	0	0	3	0	0	22	0	0	0	18	2	4	3	0	12	0	16	0	0	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	4	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0
0	0	0	0	0	0	0	0	54	0	0	0	7	36	0	0	0	0	0	0	13	0	0	0
0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	1	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	14	0	0	0	0	0	0	10	0	0	0	8	0	0	0	0	0
0	4	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	10	0	0	0	0
0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0
0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
0	0	0	2	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0
0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	0	0	0
0	23	0	0	2	0	0	6	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	6	0	0	8	0	4	0	0	0	0	0	12	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	6	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	22	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	22	0	0	0	2	0	2	0	32	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	22	0	0	0	0	0	0	0	0
0	1	0	1	0	0	0	8	4	0	0	8	0	0	2	0	0	0	14	0	5	0	0	0
0	0	0	0	0	12	0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16
0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	6	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	10	0	0	0	0	0
0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
0	0	0	0	0	0	2	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	16
0	0	0	0	0	0	0	0	4	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	0	6	4	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0
0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	2	0	0	0	2	0
0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	2	0	0	0	2	2	0	0	2	0	0	2	0	34	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0
0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	4	2	0	0	8	4	0	0	0	0	0	2	0	3	3	0	0
0	0	0	2	0	0	13	6	8	0	2	14	0	0	4	0	0	0	12	25	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	4	0	0	0	0	12	0	20	0	0	0	0	0	26	0	0	0	0	0	0	0	0	106
10	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0
35	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	10	3	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0
0	0	0	0	3	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	56	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	1	11	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0
1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
0	0	0	0	1	0	0	4	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0
0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0
0	0	0	2	0	0	0	2	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
0	0	0	2	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0
0	2	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	160	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	87	0	0	0	89	0	0	45	0	6	0	0	0	0	72	0	14
0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	19	3	0	0	0	8	0	87	6	0	6	0	0	0	0	0	0	0
0	0	0	2	0	0	33	0	44	0	0	0	0	0	91	0	0	0	4	2	0	0	0	228
0	65	18	0	0	5	7	0	6	2	2	0	0	0	0	2	6	12	40	0	26	0	0	2
0	0	0	2	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0
7	0	0	4	2	0	0	62	148	0	1008	0	24	0	0	12	0	0	104	0	0	11	0	4
0	0	0	2	0	0	2	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	16
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	8	2	20	0	0	0	32	0	40	0	0	0	0	0	0	0	0	134
1	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	4	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	0	0	0
0	4	0	0	1	0	0	2	0	0	0	8	0	0	0	0	2	0	0	0	2	1	0	0
0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	2	2	0	6	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	66	0	0	0	0	0	0	0	0
0	0	0	0	6	0	0	12	0	0	12	0	22	0	3	0	6	0	6	0	0	0	0	0
1	0	0	4	0	0	5	2	4	0	2	12	0	2	0	0	0	0	0	2	0	0	0	0
0	30	0	0	0	0	22	0	0	0	0	4	0	0	0	74	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	8
0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	2	0	0	0	0	14
0	0	0	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
0	4	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	34	0	1	0	0
0	0	0	0	0	0	3	4	0	0	0	2	0	10	2	2	4	0	0	0	0	0	0	0
2	0	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	5	0	2	0	0	0	0	0	12	0	0	0	2	0	0	0	0	40
1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0	2	0	2	0	0	0	4	2	0	0	12	0	0	0	2	2	0	12	0	12	0	0	0
2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	28	0	8	0	2	0	0	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	2	0	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
0	0	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	30	0
0	0	0	29	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	5	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	1	0	0
0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	2	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0
0	0	6	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2
0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	10	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0
0	2	0	0	0	0	0	10	0	0	0	4	0	0	0	0	0	0	2	0	4	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
0	0	0	0	0	0	0	0	7	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
0	0	0	2	0	0	2	2	2	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0
0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	4	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	2	2	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14	0
4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	3	19	0	0
0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	0	0	0	0	0
0	56	0	0	0	0	10	168	62	0	0	46	80	0	18	0	38	0	100	8	30	17	0	4
0	0	0	0	0	0	0	8	4	0	0	2	4	0	1	0	0	0	4	0	8	0	0	0
0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2	0	0	12	10	0	0	12	10	0	0	0	8	0	0	0	20	3	0	0
0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	10	0	0	6	10	0	0	0	0	0	0	75	0	2	0	14	2	0	0	0	24
0	0	0	2	0	0	1	4	2	0	0	2	0	0	0	0	0	0	0	6	2	0	0	0
0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0
0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	6	0	0	0	0	2	0
0	0	0	0	0	0	3	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
27	23	0	0	35	0	2	4	2	0	4	4	10	0	0	0	0	0	10	0	9	21	0	0
0	20	468	0	0	0	35	0	2	48	0	0	12	2	4	56	2	0	18	0	15	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0
0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	18
0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	12	0	0	0	0	0	0	0	0
0	2	0	4	0	0	2	0	0	0	4	0	0	0	2	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0
0	19	0	0	0	0	3	27	28	0	0	8	22	0	0	0	4	0	18	4	2	0	0	0
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	24	0	0	0	0	0
0	0	0	0	0	0	2	4	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0
4	0	0	0	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
5	0	0	0	1	0	2	2	2	0	0	2	0	4	0	0	0	0	2	3	0	0	0	0
0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
6	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	0	5	6	0	0	0	0	0	0	0	0	2	0	6	0	0	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	4	0	0	0	0
0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	2	0	1	0	0	0
0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	2	0	2	1	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	14	2	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	4	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	26	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	2
0	0	0	2	0	0	0	9	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0
0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0
0	0	0	21	8	0	6	1	0	0	8	0	2	0	0	0	0	0	0	28	9	1	0	0
0	0	0	0	0	0	0	0	2	0	2	0	2	0	8	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	2	0	0	0	0	0
0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0
0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	6
0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	8	0	0	2	0	0	2	0	0	0	0	0	6	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	0	0	0	0	0	10	0	0	0	8	4	0	3	0	0	0	4	0	6	0	0	0
0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0
0	1	0	0	0	0	0	3	0	0	0	4	10	0	0	0	0	0	10	6	0	0	0	0
0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0
0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0
0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	2	0	0	1	2	2	0	0	0	0	0	2	0	0	0	4	4	1	0	0	0
0	0	0	0	0	0	0	4	2	0	0	0	2	0	6	0	0	0	0	14	0	0	0	2
0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	2	0	0	4	0	6	0	0	0	0	0	2	0	0	0	0	2
0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0
7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	0	0	0	17	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	2	8	0	0
0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
13	2	0	0	28	0	0	0	128	0	0	0	18	0	16	34	80	0	0	26	2	77	0	0
0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	16
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	0	2	0	0	0	0	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
0	0	0	0	0	0	0	2	6	0	0	4	0	0	2	0	0	0	2	4	0	0	0	0
0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12
0	2	2	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28
0	0	0	0	0	0	0	0	26	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	2	0	0	0	4	0	0	2	0	0	0	0	11	0	0	0	0
0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0
0	129	63	0	0	0	1	2	4	124	0	0	0	104	38	10	0	0	18	0	82	0	0	2
0	3	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0
0	6	0	11	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
0	2	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	4	0	0	2	0	0	0	6	0	0	0	0	2
4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0	3	3	0	0	0	2	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	260	0	0	236	0	0	0	0	0	0	0	60
0	0	6	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	2	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0
0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
